token_id,sentence_ids,tokens_no_punct,lemma_no_punct,PoS,depparse,head,constituency,AoA(m+sd),Zipf_freq
1,0,le,il,DET,det,befane,(ROOT (f3 (sn (DET Le) (NUM due) (NOUN befane) (PUNCT .)))),,6.624997683
2,0,due,due,NUM,nummod,befane,(ROOT (f3 (sn (DET Le) (NUM due) (NOUN befane) (PUNCT .)))),,5.996192947
3,0,befane,befane,NOUN,root,ROOT,(ROOT (f3 (sn (DET Le) (NUM due) (NOUN befane) (PUNCT .)))),,1.792983221
4,0,,,PUNCT,punct,befane,(ROOT (f3 (sn (DET Le) (NUM due) (NOUN befane) (PUNCT .)))),,
5,1,la,il,DET,det,Befana,(ROOT (f (sn (DET La) (PROPN Befana)) (ibar (VERB volava)) (compin (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET la) (NOUN scopa) (PUNCT .)))))))),,7.055331658
6,1,befana,Befana,PROPN,nsubj,volava,(ROOT (f (sn (DET La) (PROPN Befana)) (ibar (VERB volava)) (compin (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET la) (NOUN scopa) (PUNCT .)))))))),,2.747225731
7,1,volava,volare,VERB,root,ROOT,(ROOT (f (sn (DET La) (PROPN Befana)) (ibar (VERB volava)) (compin (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET la) (NOUN scopa) (PUNCT .)))))))),4.52 ± 1.42,3.016998033
8,1,a,a,ADP,case,cavallo,(ROOT (f (sn (DET La) (PROPN Befana)) (ibar (VERB volava)) (compin (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET la) (NOUN scopa) (PUNCT .)))))))),,7.004335738
9,1,cavallo,cavallo,NOUN,obl,volava,(ROOT (f (sn (DET La) (PROPN Befana)) (ibar (VERB volava)) (compin (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET la) (NOUN scopa) (PUNCT .)))))))),3.92 ± 1.53,4.765822219
10,1,di,di,ADP,case,scopa,(ROOT (f (sn (DET La) (PROPN Befana)) (ibar (VERB volava)) (compin (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET la) (NOUN scopa) (PUNCT .)))))))),,7.232814475
11,1,la,il,DET,det,scopa,(ROOT (f (sn (DET La) (PROPN Befana)) (ibar (VERB volava)) (compin (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET la) (NOUN scopa) (PUNCT .)))))))),,7.055331658
12,1,scopa,scopa,NOUN,nmod,cavallo,(ROOT (f (sn (DET La) (PROPN Befana)) (ibar (VERB volava)) (compin (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET la) (NOUN scopa) (PUNCT .)))))))),5.36 ± 2.29,3.930495574
13,1,,,PUNCT,punct,volava,(ROOT (f (sn (DET La) (PROPN Befana)) (ibar (VERB volava)) (compin (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET la) (NOUN scopa) (PUNCT .)))))))),,
14,2,vola,volare,VERB,root,ROOT,"(ROOT (fc (f (ibar (coord (VERB Vola) (CCONJ e) (VERB vola)))) (PUNCT ,) (cp (sp (ADP a) (sn (DET un) (sq (ADJ certo)) (NOUN punto))) (f (ibar (VERB vide)) (compt (sn (DET una) (NOUN vecchina) (sa (ADV proprio) (ADJ uguale) (sp (ADP a) (sn (PRON lei))))) (PUNCT ,) (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET una) (NOUN scopa) (PUNCT .))))))))))",4.52 ± 1.42,4.048858495
15,2,e,e,CCONJ,cc,vola,"(ROOT (fc (f (ibar (coord (VERB Vola) (CCONJ e) (VERB vola)))) (PUNCT ,) (cp (sp (ADP a) (sn (DET un) (sq (ADJ certo)) (NOUN punto))) (f (ibar (VERB vide)) (compt (sn (DET una) (NOUN vecchina) (sa (ADV proprio) (ADJ uguale) (sp (ADP a) (sn (PRON lei))))) (PUNCT ,) (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET una) (NOUN scopa) (PUNCT .))))))))))",,2.741151583
16,2,vola,volare,VERB,conj,Vola,"(ROOT (fc (f (ibar (coord (VERB Vola) (CCONJ e) (VERB vola)))) (PUNCT ,) (cp (sp (ADP a) (sn (DET un) (sq (ADJ certo)) (NOUN punto))) (f (ibar (VERB vide)) (compt (sn (DET una) (NOUN vecchina) (sa (ADV proprio) (ADJ uguale) (sp (ADP a) (sn (PRON lei))))) (PUNCT ,) (sp (ADP a) (sn (NOUN cavallo) (spd (ADP di) (sn (DET una) (NOUN scopa) (PUNCT .))))))))))",4.52 ± 1.42,4.048858495
