token_id,sentence_ids,tokens_no_punct,lemma_no_punct,PoS,depparse,head,constituency,AoA(m+sd),Zipf_freq
1,0,promosso,promuovere,VERB,root,ROOT,(ROOT (f3 (sv3 (VERB Promosso) (comppas (sn (ADV più) (NUM due) (PUNCT .)))))),,3.704806416
2,0,più,più,ADV,advmod,due,(ROOT (f3 (sv3 (VERB Promosso) (comppas (sn (ADV più) (NUM due) (PUNCT .)))))),,6.382555861
3,0,due,due,NUM,nummod,Promosso,(ROOT (f3 (sv3 (VERB Promosso) (comppas (sn (ADV più) (NUM due) (PUNCT .)))))),,5.996192947
4,1,aiuto,Aiuto,NOUN,parataxis,grida,"(ROOT (f3 (PUNCT -) (coord (sn (NOUN Aiuto)) (PUNCT ,) (sn (NOUN aiuto)) (PUNCT ,) (PUNCT -) (f (ibar (VERB grida)) (compin (sv5 (VERB fuggendo) (compt (sn (DET un) (sa (ADJ povero)) (NUM Dieci) (PUNCT .)))))))))",,5.40063926
5,1,aiuto,aiuto,NOUN,conj,Aiuto,"(ROOT (f3 (PUNCT -) (coord (sn (NOUN Aiuto)) (PUNCT ,) (sn (NOUN aiuto)) (PUNCT ,) (PUNCT -) (f (ibar (VERB grida)) (compin (sv5 (VERB fuggendo) (compt (sn (DET un) (sa (ADJ povero)) (NUM Dieci) (PUNCT .)))))))))",,5.40063926
6,1,grida,gridare,VERB,root,ROOT,"(ROOT (f3 (PUNCT -) (coord (sn (NOUN Aiuto)) (PUNCT ,) (sn (NOUN aiuto)) (PUNCT ,) (PUNCT -) (f (ibar (VERB grida)) (compin (sv5 (VERB fuggendo) (compt (sn (DET un) (sa (ADJ povero)) (NUM Dieci) (PUNCT .)))))))))",4.44 ± 2.08,4.058979592
7,1,fuggendo,fuggire,VERB,advcl,grida,"(ROOT (f3 (PUNCT -) (coord (sn (NOUN Aiuto)) (PUNCT ,) (sn (NOUN aiuto)) (PUNCT ,) (PUNCT -) (f (ibar (VERB grida)) (compin (sv5 (VERB fuggendo) (compt (sn (DET un) (sa (ADJ povero)) (NUM Dieci) (PUNCT .)))))))))",,3.284344915
8,1,un,uno,DET,det,Dieci,"(ROOT (f3 (PUNCT -) (coord (sn (NOUN Aiuto)) (PUNCT ,) (sn (NOUN aiuto)) (PUNCT ,) (PUNCT -) (f (ibar (VERB grida)) (compin (sv5 (VERB fuggendo) (compt (sn (DET un) (sa (ADJ povero)) (NUM Dieci) (PUNCT .)))))))))",,7.065833912
9,1,povero,povero,ADJ,amod,Dieci,"(ROOT (f3 (PUNCT -) (coord (sn (NOUN Aiuto)) (PUNCT ,) (sn (NOUN aiuto)) (PUNCT ,) (PUNCT -) (f (ibar (VERB grida)) (compin (sv5 (VERB fuggendo) (compt (sn (DET un) (sa (ADJ povero)) (NUM Dieci) (PUNCT .)))))))))",5.48 ± 2.82,4.612444896
10,1,dieci,dieci,NUM,obj,fuggendo,"(ROOT (f3 (PUNCT -) (coord (sn (NOUN Aiuto)) (PUNCT ,) (sn (NOUN aiuto)) (PUNCT ,) (PUNCT -) (f (ibar (VERB grida)) (compin (sv5 (VERB fuggendo) (compt (sn (DET un) (sa (ADJ povero)) (NUM Dieci) (PUNCT .)))))))))",,5.011288915
11,2,che,che,PRON,nsubj,è,(ROOT (cp_int (dirsp (PUNCT -) (fint (PRON Che) (f (ibar (PRON c') (VERB è))))) (PUNCT ?))),,7.250456545
12,2,c,ci,PRON,expl,è,(ROOT (cp_int (dirsp (PUNCT -) (fint (PRON Che) (f (ibar (PRON c') (VERB è))))) (PUNCT ?))),,6.166704172
13,2,è,essere,VERB,root,ROOT,(ROOT (cp_int (dirsp (PUNCT -) (fint (PRON Che) (f (ibar (PRON c') (VERB è))))) (PUNCT ?))),,7.249521761
14,3,che,che,PRON,obj,succede,(ROOT (fint (PRON Che) (f (ibar (PRON ti) (VERB succede))) (PUNCT ?))),,7.250456545
15,3,ti,ti,PRON,iobj,succede,(ROOT (fint (PRON Che) (f (ibar (PRON ti) (VERB succede))) (PUNCT ?))),,6.615643201
16,3,succede,succedere,VERB,root,ROOT,(ROOT (fint (PRON Che) (f (ibar (PRON ti) (VERB succede))) (PUNCT ?))),,5.445797449
17,4,ma,ma,CCONJ,cc,vedete,(ROOT (cp_int (dirsp (PUNCT -) (fc (CCONJ Ma) (f (ibar (ADV non) (VERB vedete))))) (PUNCT ?))),,6.662005813
18,4,non,non,ADV,advmod,vedete,(ROOT (cp_int (dirsp (PUNCT -) (fc (CCONJ Ma) (f (ibar (ADV non) (VERB vedete))))) (PUNCT ?))),,7.259198169
19,4,vedete,vedere,VERB,root,ROOT,(ROOT (cp_int (dirsp (PUNCT -) (fc (CCONJ Ma) (f (ibar (ADV non) (VERB vedete))))) (PUNCT ?))),4.60 ± 1.50,4.601869089
20,5,sono,essere,AUX,aux:pass,inseguito,(ROOT (f (ibar (AUX Sono) (VERB inseguito)) (comppas (spda (ADP da) (sn (DET una) (NOUN Sottrazione) (PUNCT .)))))),,6.768130002
21,5,inseguito,inseguire,VERB,root,ROOT,(ROOT (f (ibar (AUX Sono) (VERB inseguito)) (comppas (spda (ADP da) (sn (DET una) (NOUN Sottrazione) (PUNCT .)))))),,3.660745246
22,5,da,da,ADP,case,Sottrazione,(ROOT (f (ibar (AUX Sono) (VERB inseguito)) (comppas (spda (ADP da) (sn (DET una) (NOUN Sottrazione) (PUNCT .)))))),,6.577812618
23,5,una,uno,DET,det,Sottrazione,(ROOT (f (ibar (AUX Sono) (VERB inseguito)) (comppas (spda (ADP da) (sn (DET una) (NOUN Sottrazione) (PUNCT .)))))),,6.801817508
24,5,sottrazione,sottrazione,NOUN,obl:agent,inseguito,(ROOT (f (ibar (AUX Sono) (VERB inseguito)) (comppas (spda (ADP da) (sn (DET una) (NOUN Sottrazione) (PUNCT .)))))),,2.304866582
25,6,se,se,SCONJ,mark,raggiunge,(ROOT (fs (SCONJ Se) (f (ibar (PRON mi) (VERB raggiunge))) (f (ir_infl (AUX sarà)) (compc (sn (DET un) (NOUN disastro)))) (PUNCT .))),,6.583110863
26,6,mi,mi,PRON,iobj,raggiunge,(ROOT (fs (SCONJ Se) (f (ibar (PRON mi) (VERB raggiunge))) (f (ir_infl (AUX sarà)) (compc (sn (DET un) (NOUN disastro)))) (PUNCT .))),,6.769601972
27,6,raggiunge,raggiungere,VERB,ccomp,disastro,(ROOT (fs (SCONJ Se) (f (ibar (PRON mi) (VERB raggiunge))) (f (ir_infl (AUX sarà)) (compc (sn (DET un) (NOUN disastro)))) (PUNCT .))),,3.594043751
28,6,sarà,essere,AUX,cop,disastro,(ROOT (fs (SCONJ Se) (f (ibar (PRON mi) (VERB raggiunge))) (f (ir_infl (AUX sarà)) (compc (sn (DET un) (NOUN disastro)))) (PUNCT .))),,5.778314248
29,6,un,uno,DET,det,disastro,(ROOT (fs (SCONJ Se) (f (ibar (PRON mi) (VERB raggiunge))) (f (ir_infl (AUX sarà)) (compc (sn (DET un) (NOUN disastro)))) (PUNCT .))),,7.065833912
30,6,disastro,disastro,NOUN,root,ROOT,(ROOT (fs (SCONJ Se) (f (ibar (PRON mi) (VERB raggiunge))) (f (ir_infl (AUX sarà)) (compc (sn (DET un) (NOUN disastro)))) (PUNCT .))),6.44 ± 2.18,4.366724863
31,7,eh,eh,INTJ,discourse,disastro,"(ROOT (f3 (PUNCT -) (INTJ Eh) (PUNCT ,) (savv (ADV via)) (PUNCT ,) (savv (ADV addirittura)) (sn (DET un) (NOUN disastro)) (PUNCT ..) (PUNCT .)))",,5.518598828
32,7,via,via,ADV,advmod,disastro,"(ROOT (f3 (PUNCT -) (INTJ Eh) (PUNCT ,) (savv (ADV via)) (PUNCT ,) (savv (ADV addirittura)) (sn (DET un) (NOUN disastro)) (PUNCT ..) (PUNCT .)))",,5.774643298
33,7,addirittura,addirittura,ADV,advmod,disastro,"(ROOT (f3 (PUNCT -) (INTJ Eh) (PUNCT ,) (savv (ADV via)) (PUNCT ,) (savv (ADV addirittura)) (sn (DET un) (NOUN disastro)) (PUNCT ..) (PUNCT .)))",,4.091017132
34,7,un,uno,DET,det,disastro,"(ROOT (f3 (PUNCT -) (INTJ Eh) (PUNCT ,) (savv (ADV via)) (PUNCT ,) (savv (ADV addirittura)) (sn (DET un) (NOUN disastro)) (PUNCT ..) (PUNCT .)))",,7.065833912
35,7,disastro,disastro,NOUN,root,ROOT,"(ROOT (f3 (PUNCT -) (INTJ Eh) (PUNCT ,) (savv (ADV via)) (PUNCT ,) (savv (ADV addirittura)) (sn (DET un) (NOUN disastro)) (PUNCT ..) (PUNCT .)))",6.44 ± 2.18,4.366724863
36,8,ecco,ecco,INTJ,discourse,fatta,"(ROOT (dirsp (cp (INTJ Ecco) (PUNCT ,) (f (ibar (AUX è) (VERB fatta)))) (PUNCT :) (fc (f (sn (DET la) (PROPN Sottrazione)) (ibar (AUX ha) (VERB acchiappato)) (compt (sn (DET il) (PROPN Dieci)))) (PUNCT ,) (f (ibar (PRON gli) (VERB balza)) (compin (savv (ADV addosso)) (sv5 (VERB menando) (compt (sn (NOUN fendenti)) (sp (ADP con) (sn (DET la) (sa (DET sua)) (NOUN spada) (sa (ADJ affilatissima) (PUNCT .)))))))))))",,5.695815269
37,8,è,essere,AUX,aux:pass,fatta,"(ROOT (dirsp (cp (INTJ Ecco) (PUNCT ,) (f (ibar (AUX è) (VERB fatta)))) (PUNCT :) (fc (f (sn (DET la) (PROPN Sottrazione)) (ibar (AUX ha) (VERB acchiappato)) (compt (sn (DET il) (PROPN Dieci)))) (PUNCT ,) (f (ibar (PRON gli) (VERB balza)) (compin (savv (ADV addosso)) (sv5 (VERB menando) (compt (sn (NOUN fendenti)) (sp (ADP con) (sn (DET la) (sa (DET sua)) (NOUN spada) (sa (ADJ affilatissima) (PUNCT .)))))))))))",,7.249521761
