word,surprisal_bits
fatto,8.17380844066705
Ã¨.ĉĊIl,47.09770175327691
fatto,2.4845895014390265
Ã¨,0.7479967481436265
che,0.1980710431374898
la,3.6183374880578034
paperetta,24.717950241107385
non,4.105177720953001
si,4.735128157284159
era,7.436250523482844
ancora,3.3419331629665283
decisa,7.938731546578109
a,2.479644484278768
tuffarsi,13.216521055176441
nello,6.153489716867845
stagno.,7.753664638369225
CosÃ¬,8.152425493719976
"lâĢĻanatra,",25.931844980741975
sul,9.325667060334936
bordo,6.053037402221292
dello,5.566354017503682
specchio,4.194911044901878
"dâĢĻacqua,",2.5234849257755085
le,6.328391257281097
"spiegÃ²,",22.20959428516298
con,4.964505890288809
"pazienza,",10.771850167357373
i,5.944448244397118
vantaggi,7.763126253157526
del,3.1059120841243493
nuoto.,8.849299538981379
Ma,6.750312854989808
non,3.9940827759057558
le,5.822955572244009
riuscÃ¬,7.878183334515349
affatto,7.336687015175951
di,4.895122241520622
convincerla,8.770035056964497
"e,",8.477518451235813
vedendo,7.450811262635493
che,2.1552231190145497
con,8.921525717003025
le,3.6050893204965395
buone,8.10741763398918
non,4.888873767849475
otteneva,10.14046738426742
"nulla,",4.912585230902244
decise,3.3137056504804154
senzâĢĻaltro,15.390410598064072
di,0.15107957850730386
spingerla,12.465239180427359
in,4.40080626675772
acqua.,4.7245165697519464
Senza,10.284039694337334
alcun,6.813394027534476
successo!,16.73632931709181
ĊA,30.318328962292462
quel,4.624981180608469
"punto,",1.7697851146911987
lâĢĻanatra,6.34562732878111
"indispettita,",23.202261807591277
chiamÃ²,10.578487686733038
in,5.191250912874051
aiuto,2.2541767768414838
il,2.141662286994017
gatto.,9.456322452178064
Il,5.418340244726321
gatto,6.616590840499147
spinse,11.850723219608726
"lâĢĻanatra,",6.063565177770726
che,2.9667041670364664
spingeva,22.989224318227755
la,3.153012628750845
"paperetta,",6.714720682617845
che,3.9118461757079883
nemmeno,11.516390322192635
si,4.902346888718067
mosse.,10.736899423092407
ĊChiamarono,79.73070600148752
allora,6.862303141717445
il,4.2995036698853015
"cane,",9.56082031472086
che,4.600706517369787
spinse,12.58864298829035
il,2.473946871038334
"gatto,",9.496436029630605
che,4.4176461199996035
spingeva,18.173251244356607
"lâĢĻanatra,",16.24425965072749
