,word,surprisal_bits
0,pocalisse,14.542675161832083
1,Cara,26.021170447834326
2,Franci,19.431367968998874
3,ti,5.4063637168855365
4,scrivo,3.9779879515074104
5,per,1.865329506685501
6,sapere,7.46757819523341
7,come,2.953668226066367
8,stai,8.335407467001367
9,tu,8.71789413079784
10,e,4.063890877856271
11,come,1.9046846406477391
12,stanno,6.702298738521929
13,Eris,29.55826883506937
14,e,2.2700868918728023
15,i,4.478575101651374
16,vostri,7.792314460731358
17,figli,3.744186480757267
18,meravigliosi,18.471045855091173
19,E,4.657977772003007
20,poi,5.137975503150977
21,volevo,9.600157562487409
22,sapere,3.6839213521378267
23,se,2.2056389732017276
24,pure,12.77280338669545
25,da,8.309721514129704
26,voi,4.798547103755121
27,in,6.611692774602574
28,Australia,9.058565620794132
29,è,4.315752246773519
30,arrivata,6.203238106387024
31,l',3.5977607957779734
32,Apocalisse,5.86508959961154
33,Manu,16.29008662082868
34,dice,11.066028985406644
35,che,0.8052589736876766
36,non,4.020744214373112
37,è,2.0018495069230493
38,detto,8.997207026480506
39,che,0.1882195329307664
40,sia,2.3780273311379214
41,arrivata,4.554631677273037
42,pure,10.830083234965544
43,laggiù,13.107773479832991
44,voi,11.034832020470736
45,siete,4.234276153857866
46,in,5.0465639724949805
47,un,5.7192624165245975
48,altro,3.4231495620793777
49,emisfero,16.897890507242934
50,e,3.5798574018231553
51,che,4.395051039329247
52,l',5.078774947140378
53,Australia,6.148422420042823
54,è,1.8261513428710006
55,un,3.65502723489697
56,Paese,4.820552627898318
57,abbastanza,9.494834699168422
58,vergine,12.50023289885721
59,e,2.8137488167518643
60,che,3.708030224101077
61,la,3.3053796263868453
62,gente,4.495119144733772
63,lì,17.149057410215995
64,non,2.3001864355135564
65,può,8.695849394610244
66,aver,8.951573149900568
67,commesso,10.764149902138968
68,lo,8.656796950113526
69,stesso,0.3537659050676853
70,numero,12.734144438503906
71,di,0.626639254354096
72,peccati,4.150650965737032
73,che,3.1180592187547895
74,da,8.813984277487908
75,noi,7.685682035517376
76,Secondo,9.485364646481312
77,me,4.082956788539597
78,non,4.57231871705307
79,ci,5.605647925642213
80,può,9.22334838996122
81,essere,0.10529150873195203
82,un',3.6574893385267218
83,Apocalisse,5.0022115930630076
84,a,6.305083480505566
85,metà,10.274703960100547
86,E,14.528885213986625
87,poi,5.803174815672373
88,alla,10.835623140115137
89,televisione,11.200981019816277
90,dicevano,12.833360541856056
91,che,0.29173195638195243
92,era,9.369045212466157
93,un,5.88253517801711
94,problema,10.240572799158267
95,globale,20.36198733267491
96,Ma,4.958014233149341
97,vatti,20.390374531052352
98,a,6.611749184912057
99,fidare,29.67832235640006
100,Comunque,9.6579862988834
101,spero,10.782070494358873
102,che,0.5398083096211794
103,da,7.076959503773541
104,voi,0.3681291651414809
105,non,4.330185718764529
106,sia,9.483723931992081
107,arrivata,0.5439496088582931
108,e,5.144103932931823
109,abbia,14.685017943745917
110,ragione,15.141043013190119
111,Manu,26.24097253080424
112,Da,8.25887793908983
113,un,10.340971455217751
114,paio,11.746423309097072
115,d',10.97453215135582
116,anni,12.691008437945099
117,non,11.132012537167274
118,si,6.591440097636969
119,parlava,13.727344247236626
120,d',12.199886524974021
121,altro,5.8652179009364325
122,che,2.861222907696034
123,dell',15.485598559373498
124,Apocalisse,5.562540388212124
125,che,4.681113910092978
126,sarebbe,11.512393445386582
127,arrivata,1.451574677135661
128,e,4.2408070230417305
129,saremmo,17.43745718123965
130,morti,16.80729898986625
131,tutti,11.03356519626448
132,Soprattutto,12.616029505613742
133,gli,11.736250191333234
134,esperti,19.514418047135223
135,in,7.158023870223027
136,televisione,21.34374866129007
137,avevano,17.18910735408772
138,ognuno,13.255850370243218
139,una,13.149732947077245
140,ricetta,15.007009366136096
141,su,10.18112940364465
142,come,6.145074949726429
143,sarebbe,9.479518612213184
144,successo,16.426668792794516
145,Ma,5.001990196974961
146,tutti,10.274088778158411
147,concordavano,32.36935553236853
148,su,14.23768694126813
149,‘sta,25.85041368930687
150,storia,13.23880620161211
151,dei,12.620847771560316
152,cavalli,17.772381698974712
153,colorati,16.01699162890097
154,L',7.177903688801561
155,Anticristo,44.79055758764005
156,sarebbe,14.87287390535276
157,arrivato,6.989129339839111
158,sopra,13.621536392842206
159,un,7.772357593925238
160,cavallo,18.281609945428627
161,bianco,17.61516066300076
162,ad,15.72513049205039
163,annunciare,13.583910716417043
164,la,6.407144864833591
165,fine,13.492110504970096
166,della,11.812022995580975
167,Terra,4.073576080839611
168,Poi,7.191191068407221
169,sarebbe,12.140728620660836
170,arrivato,8.138468069706555
171,un,7.286283027791682
172,cavallo,17.969960871730734
173,rosso,16.734379721761627
174,che,6.345812411882896
175,avrebbe,15.717892086240877
176,fatto,8.448937342419528
177,scoppiare,23.56703030274791
178,una,12.903994504496016
179,guerra,10.926059873106043
180,totale,20.270922454549563
181,Poi,7.178797998586047
182,un,10.688548392611487
183,cavallo,18.40458029251795
184,nero,21.759313780222893
185,che,6.838545458327257
186,avrebbe,15.119296150953819
187,portato,6.633119061177666
188,fame,17.2819903683045
189,e,3.441879160688941
190,carestia,39.823034089759204
191,anche,11.53964306451989
192,in,7.151628179402741
193,conseguenza,20.510723862542523
194,della,13.89025859688474
195,guerra,13.997274005964362
196,Di,8.916462547761624
197,questi,8.891399860016689
198,cavalli,16.44461784814314
199,non,8.652604701016093
200,c',8.831187358088412
201,è,7.011352937983603
202,stata,13.924535427132302
203,traccia,21.31124445622495
204,E,1.7726471962222792
205,non,8.328283257672025
206,ci,5.489704789667145
207,sono,1.2107021396952933
208,stati,11.518864808573248
209,nemmeno,15.169154609369551
210,terremoti,28.83107975190568
211,e,4.910341674226076
212,piogge,18.250972268073323
213,di,11.290707120493819
214,meteoriti,32.718878087993644
215,Però,25.74121020945381
216,l',9.46965093563728
217,Apocalisse,10.972587844492153
218,c',12.459508782994105
219,è,5.825656387793159
220,stata,16.000200188775306
221,È,13.285834513525243
222,arrivata,19.936881046228848
223,così,18.231474766927654
224,senza,11.715343980294351
225,trombe,28.994917648388927
226,del,15.985812163199787
227,giudizio,13.762913011157469
228,ad,17.03821940724914
229,annunciarla,42.438997870521966
230,mi,8.637657344864305
231,sono,3.6099970174215605
232,svegliato,24.917910685647254
233,una,15.058751378544075
234,mattina,9.691983915297287
235,e,3.311064684893766
236,ho,12.103534964654642
237,scoperto,4.713159781393546
238,che,6.466360555317466
239,mi,9.635801998774632
240,faceva,17.98135162666268
241,male,14.8447967057035
242,tutto,12.618273191276899
243,Ogni,11.01542618607798
244,movimento,23.62687682559515
245,anche,8.682516611584756
246,solo,7.67636513338086
247,piegare,43.61947130760571
248,un,10.739848753572053
249,dito,24.1120333483384
250,mi,8.272565006376096
251,faceva,17.729746511895218
252,male,17.09205784517548
253,Persino,17.362161456865405
254,sbattere,33.76344552440125
255,le,12.627799998238793
256,palpebre,51.17824083120851
257,Un,5.344869944208332
258,dolore,13.247102644689733
259,costante,16.972574317345412
260,che,7.9233150217547665
261,non,1.1971567001220131
262,ti,12.517780632690044
263,abbandona,22.91272161960975
264,mai,13.620718120887231
265,Camminare,39.439578131742465
266,è,7.379343528104151
267,quasi,9.231940643198326
268,impossibile,9.206009787031835
269,senza,15.104097012201168
270,urlare,28.478792446180954
271,È,13.197853692788659
272,difficile,17.869931634405305
273,da,9.60724943907839
274,spiegare,23.24004312831547
275,ma,10.644175492827676
276,qualsiasi,15.667457141979453
277,processo,16.76545354711952
278,biologico,26.67076405461643
279,produce,22.670334774928538
280,dolore,21.25102361313811
281,Pure,18.38345187989415
282,la,11.829162098635358
283,crescita,19.78003562036438
284,della,16.658009793750093
285,barba,20.091102016841152
286,dei,12.594120291755027
287,capelli,13.804717178067992
288,e,9.709668547320208
289,delle,15.699784376896833
290,unghie,48.33814777649097
291,Digerire,48.59228292803528
292,poi,17.363953172122095
293,ti,12.474849635451067
294,lascia,20.03476531593272
295,praticamente,16.421303879992177
296,senza,11.94387039917723
297,fiato,20.350373430253473
298,cominci,20.51869972995894
299,a,5.855238779602769
300,piangere,19.51953908853864
301,È,13.22608086130947
302,come,9.069383329533403
303,se,8.731619722197898
304,Dio,13.229213697277586
305,avesse,17.12786364418487
306,tolto,17.782703409748894
307,a,11.444454106920341
308,tutti,5.455476802492429
309,gli,5.987149472814543
310,uomini,5.775364533097253
311,l',20.748302072305616
312,anestetico,62.1172262969163
313,che,6.903683543376244
314,ti,10.070283145510553
315,permette,17.94098385885216
316,di,4.0408211250695345
317,vivere,13.094009192336488
318,senza,13.360722639016945
319,soffrire,18.3667179679652
320,e,5.0379018943016245
321,di,13.462512978687212
322,divertirti,40.26774736580604
323,Sai,10.382534846417068
324,quella,17.186666576306678
