,word,surprisal_bits
0,'incantesimo,13.622356604976458
1,della,3.274774625735205
2,volpe,14.675034737824294
3,C',7.403692143882704
4,è,0.2618447038258568
5,stato,7.602466252096922
6,un,0.7760684443480576
7,periodo,5.581810442302024
8,della,7.010125669787046
9,mia,1.725010581673044
10,vita,1.0389407445128196
11,nel,5.663766366813583
12,quale,2.0747938844946994
13,ho,2.4640380906088732
14,seguito,7.935469379656543
15,mio,8.965855965089423
16,padre,0.9959253037922683
17,quando,6.4402769785570095
18,andava,9.412446754237896
19,a,1.1126792519748285
20,caccia,1.3508706658795706
21,coi,11.065041804990694
22,suoi,2.6583740145349246
23,amici,3.933454591910344
24,Non,4.931189411163666
25,avevo,4.27142784609725
26,un,5.36140985970711
27,fucile,7.379842965722257
28,mio,14.241175437358233
29,ogni,10.554161149227289
30,tanto,1.4255890444948704
31,qualcuno,6.665746921768755
32,ne,8.359779472420437
33,portava,6.395553234165438
34,uno,2.0378391123905533
35,in,5.128177995496625
36,più,4.333281750445361
37,e,4.044547301183128
38,me,6.045461222485484
39,lo,0.9846533888720689
40,passava,9.96475011939221
41,Io,5.574284481500268
42,lo,4.586823733826839
43,prendevo,9.562910343290772
44,ringraziavo,16.470470817666623
45,e,4.7717030197125485
46,mi,3.127492123189313
47,ripromettevo,10.821297855960434
48,di,0.5533482887452947
49,fare,4.875437451268167
50,in,7.172987048778695
51,modo,0.5812862254430172
52,di,3.2430617128467065
53,non,3.3141510855461505
54,tirare,8.367379729727366
55,un,4.769379878064694
56,colpo,4.788854161552493
57,Non,4.438868435150772
58,mi,3.4684494483513397
59,piaceva,5.3456978686895855
60,ammazzare,18.730560336546937
61,Mi,4.302497887836823
62,piaceva,3.117253652018148
63,sparare,9.349977151999695
64,a,2.8751399157865034
65,bottiglie,18.319109042622753
66,vuote,6.98649800528091
67,o,5.94032066077641
68,barattoli,14.86064731473762
69,arrugginiti,13.227603580920452
70,Avevo,15.777052742276474
71,a,4.911902932730608
72,detta,5.463167866639013
73,di,1.1734784727165233
74,tutti,2.551909293903365
75,una,2.895749628735299
76,buona,5.556320893617647
77,mira,10.125442109225876
78,Cos',12.022110122568947
79,era,1.9103464814967936
80,allora,10.252398326231594
81,che,7.403976259221929
82,mi,2.243622373540684
83,spingeva,8.811021274387517
84,ad,5.202169747412029
85,alzarmi,12.67974838982781
86,dal,6.553034995838098
87,letto,4.212683388076739
88,quando,4.523500065744455
89,ancora,10.30032025999861
90,faceva,13.869767895930341
91,scuro,18.625486332123746
92,Mi,4.149500745768062
93,piaceva,3.1351326244365443
94,vedere,13.363064354791094
95,spuntare,24.02016056021279
96,il,5.667895326295498
97,sole,8.905747340682268
98,e,4.122095654318375
99,mi,3.750524729372165
100,piaceva,9.136569383988864
101,l',12.280591791648506
102,improvviso,19.937599933709453
103,accendersi,18.8535984448007
