TOKEN,BEGIN,ORT
0,0,
1,90405,Il
2,97902,Re
3,105399,Mida
4,124362,
5,200655,Il
6,210798,re
7,217854,Mida
8,240786,
9,258867,era
10,272538,un
11,279153,grande
12,295470,spendaccione
13,337365,tutte
14,381465,le
15,387198,sere
16,403074,dava
17,414981,feste
18,440559,e
19,445410,balli
20,462609,
21,474957,fin
22,483777,che
23,487746,si
24,495684,trovò
25,510678,senza
26,525231,un
27,531405,centesimo
28,563157,
29,608139,Andò
30,637245,dal
31,645624,mago
32,657531,Apollo
33,685755,
34,698544,gli
35,706923,raccontò
36,730737,i
37,735147,suoi
38,743526,guai
39,768222,
40,787626,e
41,794682,Apollo
42,815850,gli
43,826434,fece
44,842751,questo
45,858627,incantesimo
46,903168,Tutto
47,961380,quello
48,980784,che
49,985194,le
50,990486,tue
51,997542,mani
52,1009449,toccano
53,1033704,
54,1042524,deve
55,1053549,diventare
56,1091695,oro
57,1109997,
58,1155861,Il
59,1177470,re
60,1181880,Mida
61,1194669,fece
62,1205253,un
63,1210986,salto
64,1230831,per
65,1237446,la
66,1244061,contentezza
67,1287720,
68,1298304,e
69,1302714,tornò
70,1322559,di
71,1327851,corsa
72,1348578,alla
73,1360044,sua
74,1368864,automobile
75,1408113,
76,1435455,ma
77,1439865,non
78,1450449,fece
79,1465884,in
80,1475145,tempo
81,1496754,a
82,1498959,toccare
83,1529388,la
84,1533798,maniglia
85,1554966,della
86,1565550,portiera
87,1595538,
88,1621998,che
89,1626849,subito
90,1645812,la
91,1651986,macchina
92,1670949,diventò
93,1691676,tutta
94,1705347,d
95,1706670,oro
96,1722546,
97,1741950,ruote
98,1758708,d
99,1760472,oro
100,1778553,
101,1786050,vetri
102,1804572,d
103,1806777,oro
104,1823976,
105,1833678,motore
106,1859256,d
107,1861461,oro
108,1878660,
109,1917027,Era
110,1928493,diventata
111,1951425,d
112,1952748,oro
113,1965096,anche
114,1976121,la
115,1981854,benzina
116,2012283,
117,2029482,così
118,2041389,la
119,2046240,macchina
120,2064321,non
121,2074905,camminava
122,2100483,più
123,2112390,
124,2119446,e
125,2125620,bisognò
126,2146788,far
127,2155167,venire
128,2168397,un
129,2179422,carro
130,2199267,coi
131,2212497,buoi
132,2236311,
133,2244249,per
134,2251305,trasportarla
135,2301579,
136,2363319,Appena
137,2384487,a
138,2403009,casa
139,2429469,il
140,2437848,re
141,2444904,Mida
142,2454165,andava
143,2477097,in
144,2485917,giro
145,2500470,per
146,2507526,le
147,2511495,stanze
148,2544570,
149,2552508,a
150,2557800,toccare
151,2582937,più
152,2587788,cose
153,2604987,che
154,2612484,poteva
155,2635416,tavoli
156,2694069,
157,2696274,armadi
158,2732436,
159,2740815,sedie
160,2768598,
161,2779182,e
162,2784915,tutto
163,2810493,
164,2816226,diventava
165,2842245,d
166,2843568,oro
167,2859444,
168,2896047,A
169,2904426,un
170,2909718,certo
171,2924712,punto
172,2938383,ebbe
173,2948085,sete
174,2973663,
175,2984688,si
176,2992626,fece
177,3003651,portare
178,3021732,un
179,3027024,bicchiere
180,3046428,d
181,3047751,acqua
182,3069360,
183,3086118,ma
184,3090969,il
185,3096702,bicchiere
186,3114342,diventò
187,3135069,d
188,3140361,oro
189,3153150,l
190,3154473,acqua
191,3182256,pure
192,3202983,
193,3227679,e
194,3232530,se
195,3240909,volle
196,3263400,bere
197,3273984,
198,3282804,dovette
199,3302649,lasciarsi
200,3333078,imboccare
201,3363507,dal
202,3371886,suo
203,3380706,servo
204,3404079,col
205,3412017,cucchiaio
206,3448620,
207,3513888,Venne
208,3534615,l
209,3535938,ora
210,3551373,di
211,3555783,andare
212,3572100,a
213,3579156,tavola
214,3610026,Toccava
215,3652803,la
216,3659638,forchetta
217,3681468,e
218,3685878,diventava
219,3711456,d
220,3713661,oro
221,3728655,
222,3737034,e
223,3743649,tutti
224,3757761,gli
225,3766140,invitati
226,3788190,battevano
227,3812886,le
228,3818178,mani
229,3837141,e
230,3838464,dicevano
231,3867570,
232,3881682,Maestà
233,3906819,toccatemi
234,3951801,i
235,3954447,bottoni
236,3972528,della
237,3983994,giacca
238,4004721,toccatemi
239,4039119,questo
240,4050585,ombrello
241,4082337,
242,4114530,Il
243,4122468,re
244,4126878,Mida
245,4138344,li
246,4144077,faceva
247,4160835,contenti
248,4196556,
249,4215078,ma
250,4220370,quando
251,4234482,prese
252,4246389,il
253,4255650,pane
254,4272408,per
255,4278582,mangiare
256,4308570,
257,4322241,anche
258,4336794,quello
259,4357962,diventò
260,4377807,d
261,4380012,oro
262,4395888,
263,4413528,e
264,4417497,se
265,4428963,volle
266,4439547,cavarsi
267,4459392,l
268,4461597,appetito
269,4492467,
270,4503492,dovette
271,4526424,farsi
272,4544064,imboccare
273,4570524,dalla
274,4582872,regina
275,4604922,Gli
276,4608009,
277,4637997,invitati
278,4670190,si
279,4676805,nascondevano
280,4707675,sotto
281,4719141,il
282,4723992,tavolo
283,4742514,ridere
284,4768533,
285,4783086,e
286,4788819,il
287,4794552,re
288,4800285,Mida
289,4810869,si
290,4817925,arrabbiò
291,4845267,
292,4871286,ne
293,4876578,acchiappò
294,4897305,uno
295,4913622,e
296,4925088,gli
297,4932144,fece
298,4943610,diventare
299,4965660,d
300,4968747,oro
301,4977567,il
302,4982859,naso
303,5008437,
304,5015934,così
305,5029164,non
306,5034897,poteva
307,5049891,più
308,5057388,soffiarselo
309,5101488,
310,5161023,Venne
311,5174694,l
312,5177340,ora
313,5184396,di
314,5189688,andare
315,5206005,dormire
316,5231583,ma
317,5234670,
318,5256720,il
319,5267304,re
320,5273919,Mida
321,5285826,senza
322,5300820,volerlo
323,5319783,toccò
324,5333013,il
325,5336100,cuscino
326,5363442,toccò
327,5395194,le
328,5400927,lenzuola
329,5426505,e
330,5428710,il
331,5431356,materasso
332,5467518,
333,5496183,diventarono
334,5523525,d
335,5524848,oro
336,5533227,massiccio
337,5567184,ed
338,5581296,erano
339,5593644,troppo
340,5609961,duri
341,5623632,per
342,5630688,dormirci
343,5659794,Gli
344,5662881,toccò
345,5751081,di
346,5755932,passare
347,5771808,la
348,5777541,notte
349,5792535,seduto
350,5813262,su
351,5821200,una
352,5826051,poltrona
353,5857362,
354,5879412,con
355,5886027,le
356,5893524,braccia
357,5908959,alzate
358,5933655,per
359,5939388,non
360,5947767,toccare
361,5967171,niente
362,5993190,
363,6010830,e
364,6015240,la
365,6020091,mattina
366,6039054,dopo
367,6050961,era
368,6058458,stanco
369,6078744,morto
370,6102999,
371,6135192,Corse
372,6159447,subito
373,6176646,dal
374,6183702,mago
375,6199137,Apollo
376,6222069,
377,6234858,per
378,6243016,farsi
379,6263523,disfare
380,6287778,l
381,6289542,incantesimo
382,6335406,
383,6345990,e
384,6352605,Apollo
385,6369804,lo
386,6377301,accontentò
387,6412581,
388,6456681,Va
389,6463296,bene
390,6474321,gli
391,6483582,
392,6487992,disse
393,6517539,
394,6537825,ma
395,6543117,sta
396,6554583,bene
397,6566049,attento
398,6597801,
399,6626907,perché
400,6640578,per
401,6649398,far
402,6657336,passare
403,6676740,l
404,6679827,incantesimo
405,6716430,ci
406,6721722,vogliono
407,6739803,sette
408,6762735,ore
409,6777288,e
410,6789195,sette
411,6808158,minuti
412,6827121,giusti
413,6851376,
414,6875190,e
415,6878718,in
416,6886215,questo
417,6902973,tempo
418,6924141,tutto
419,6947514,quello
420,6959862,che
421,6965595,toccherai
422,6997347,
423,7007049,diventerà
424,7036155,cacca
425,7057764,di
426,7062174,mucca
427,7086429,
428,7123473,Il
429,7131411,re
430,7135821,Mida
431,7148169,se
432,7155225,ne
433,7157871,andò
434,7176393,tutto
435,7189182,consolato
436,7229313,
437,7246953,e
438,7251804,stava
439,7267680,bene
440,7277382,attento
441,7297668,all'orologio
442,7328097,per
443,7334712,non
444,7342650,toccare
445,7361613,niente
446,7381017,prima
