token_id,sentence_ids,tokens_no_punct,lemma_no_punct,PoS,depparse,head,constituency,AoA(m+sd),Zipf_freq
1,0,bianco,Bianco,ADJ,root,ROOT,(ROOT (f3 (sa (coord (ADJ Bianco) (CCONJ e) (ADJ nero))) (PUNCT .))),,4.744381459
2,0,e,e,CCONJ,cc,nero,(ROOT (f3 (sa (coord (ADJ Bianco) (CCONJ e) (ADJ nero))) (PUNCT .))),,2.741151583
3,0,nero,nero,ADJ,conj,Bianco,(ROOT (f3 (sa (coord (ADJ Bianco) (CCONJ e) (ADJ nero))) (PUNCT .))),4.24 ± 1.74,4.823329902
4,1,c’,ci,PRON,expl,era,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",,
5,1,era,essere,VERB,root,ROOT,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",,6.283626334
6,1,una,uno,DET,det,gallina,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",,6.801817508
7,1,gallina,gallina,NOUN,nsubj,era,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",3.64 ± 1.29,3.788069718
8,1,bianca,bianco,ADJ,amod,gallina,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",3.64 ± 1.52,4.577778759
9,1,contenta,contento,ADJ,amod,gallina,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",4.12 ± 3.55,4.560510121
10,1,di,di,ADP,mark,bianca,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",,7.232814475
11,1,essere,essere,AUX,cop,bianca,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",,6.225206681
12,1,bianca,bianco,ADJ,advcl,contenta,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",3.64 ± 1.52,4.577778759
13,1,che,che,PRON,nsubj,faceva,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",,7.250456545
14,1,faceva,fare,VERB,acl:relcl,gallina,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",4.40 ± 2.22,4.910958432
15,1,bellissime,bello,ADJ,amod,uova,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",3.80 ± 2.35,3.798378253
16,1,uova,uovo,NOUN,obj,faceva,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",4.52 ± 1.45,4.40827555
17,1,bianche,bianco,ADJ,amod,uova,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",3.64 ± 1.52,3.853208746
18,1,le,le,PRON,expl,covava,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",,6.624997683
19,1,covava,covare,VERB,parataxis,era,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",,2.003836587
20,1,contenta,contento,ADJ,xcomp,covava,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",4.12 ± 3.55,4.560510121
21,1,comoda,comodo,ADJ,conj,contenta,"(ROOT (dirsp (f (ibar (PRON C’) (VERB era)) (compc (sn (DET una) (NOUN gallina) (sa (ADJ bianca)) (fp (PUNCT ,) (sa (ADJ contenta) (sv2 (ADP di) (AUX essere) (compc (sa (ADJ bianca))))) (PUNCT ,)) (f2 (PRON che) (f (ibar (VERB faceva)) (compt (sn (sa (ADJ bellissime)) (NOUN uova) (sa (ADJ bianche))))))))) (PUNCT :) (f (ibar (PRON le) (VERB covava)) (compt (sa (ADJ contenta)) (PUNCT ,) (sa (ADJ comoda)))) (PUNCT .)))",,3.826406977
22,2,immaginate,immaginare,VERB,root,ROOT,"(ROOT (f (ibar (VERB Immaginate)) (compt (fc (SCONJ come) (f (ibar (VERB rimase))))) (PUNCT ,) (fint (PRON cosa) (f (ibar (VERB pensò)))) (PUNCT ,) (fint (PRON cosa) (f (ibar (VERB disse)))) (PUNCT ,) (sn (fint (PRON cosa) (f (ibar (VERB coccò))))) (PUNCT ,) (fs (SCONJ quando) (cp (sn (DET una) (NOUN mattina)) (f (ibar (VERB guardò)) (compt (sn (DET l’) (NOUN uovo) (sv3 (savv (ADV appena)) (VERB fatto))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB vide)) (compt (fac (SCONJ che) (f (ibar (AUX era)) (compc (sa (ADJ nero))))))) (PUNCT .)))",5.96 ± 2.73,3.696751264
23,2,come,come,SCONJ,mark,rimase,"(ROOT (f (ibar (VERB Immaginate)) (compt (fc (SCONJ come) (f (ibar (VERB rimase))))) (PUNCT ,) (fint (PRON cosa) (f (ibar (VERB pensò)))) (PUNCT ,) (fint (PRON cosa) (f (ibar (VERB disse)))) (PUNCT ,) (sn (fint (PRON cosa) (f (ibar (VERB coccò))))) (PUNCT ,) (fs (SCONJ quando) (cp (sn (DET una) (NOUN mattina)) (f (ibar (VERB guardò)) (compt (sn (DET l’) (NOUN uovo) (sv3 (savv (ADV appena)) (VERB fatto))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB vide)) (compt (fac (SCONJ che) (f (ibar (AUX era)) (compc (sa (ADJ nero))))))) (PUNCT .)))",,6.562704781
24,2,rimase,rimanere,VERB,ccomp,Immaginate,"(ROOT (f (ibar (VERB Immaginate)) (compt (fc (SCONJ come) (f (ibar (VERB rimase))))) (PUNCT ,) (fint (PRON cosa) (f (ibar (VERB pensò)))) (PUNCT ,) (fint (PRON cosa) (f (ibar (VERB disse)))) (PUNCT ,) (sn (fint (PRON cosa) (f (ibar (VERB coccò))))) (PUNCT ,) (fs (SCONJ quando) (cp (sn (DET una) (NOUN mattina)) (f (ibar (VERB guardò)) (compt (sn (DET l’) (NOUN uovo) (sv3 (savv (ADV appena)) (VERB fatto))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB vide)) (compt (fac (SCONJ che) (f (ibar (AUX era)) (compc (sa (ADJ nero))))))) (PUNCT .)))",,3.767840186
25,2,cosa,cosa,PRON,obj,pensò,"(ROOT (f (ibar (VERB Immaginate)) (compt (fc (SCONJ come) (f (ibar (VERB rimase))))) (PUNCT ,) (fint (PRON cosa) (f (ibar (VERB pensò)))) (PUNCT ,) (fint (PRON cosa) (f (ibar (VERB disse)))) (PUNCT ,) (sn (fint (PRON cosa) (f (ibar (VERB coccò))))) (PUNCT ,) (fs (SCONJ quando) (cp (sn (DET una) (NOUN mattina)) (f (ibar (VERB guardò)) (compt (sn (DET l’) (NOUN uovo) (sv3 (savv (ADV appena)) (VERB fatto))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB vide)) (compt (fac (SCONJ che) (f (ibar (AUX era)) (compc (sa (ADJ nero))))))) (PUNCT .)))",,6.632253028
