TOKEN,BEGIN,ORT
0,0,
1,89082,9Racconto
2,126126,
3,130536,per
4,138033,bambini
5,156114,cattivi
6,185661,
7,203742,Questa
8,233289,è
9,237699,la
10,243873,storia
11,259308,di
12,264600,una
13,272538,famiglia
14,299880,che
15,309582,non
16,315756,aveva
17,334278,un
18,336483,soldo
19,363825,
20,371763,Erano
21,387198,delle
22,398664,brave
23,411012,persone
24,441441,
25,444969,stringevano
26,471429,i
27,474516,denti
28,490833,e
29,492156,andavano
30,508914,avanti
31,538020,
32,556542,I
33,571536,due
34,579694,figli
35,597555,Mario
36,609462,e
37,610785,Luisina
38,640332,i
39,650475,giocattoli
40,671643,se
41,678699,li
42,683109,costruivano
43,713538,da
44,718389,soli
45,738675,
46,756315,Quando
47,779247,Natale
48,795123,si
49,802620,fece
50,812763,vicino
51,833931,la
52,838782,mamma
53,851571,di
54,855981,Mario
55,869652,e
56,872298,Luisina
57,900522,
58,903168,parlò
59,916398,con
60,925659,suo
61,935802,marito
62,954765,Senti
63,1005921,Giovanni
64,1027089,i
65,1033704,bambini
66,1049139,non
67,1057518,chiedono
68,1073394,mai
69,1081332,niente
70,1107792,
71,1113084,però
72,1123227,la
73,1128078,vigilia
74,1147041,dobbiamo
75,1165563,fare
76,1175706,una
77,1183203,bella
78,1197315,cena
79,1208781,di
80,1214073,pesce
81,1236123,
82,1248912,Quei
83,1268757,due
84,1273167,ragazzini
85,1297863,al
86,1303155,massimo
87,1323441,conoscono
88,1345491,il
89,1351224,tonno
90,1363131,in
91,1367982,scatola
92,1397529,
93,1417815,Quindi
94,1434573,per
95,1442511,favore
96,1462356,vendi
97,1475145,questa
98,1502928,
99,1532034,Gli
100,1539972,diede
101,1554084,una
102,1563345,collanina
103,1595979,
104,1601712,con
105,1611855,una
106,1617147,medaglietta
107,1644489,della
108,1655514,Madonna
109,1683738,
110,1711962,Giovanni
111,1730043,era
112,1735776,disperato
113,1766205,
114,1780758,doveva
115,1794429,vendersi
116,1817802,la
117,1821771,collanina
118,1843821,di
119,1850877,sua
120,1858374,moglie
121,1881306,
122,1886157,per
123,1893654,dare
124,1903356,un
125,1910853,po
126,1917027,di
127,1924524,gioia
128,1941282,ai
129,1971270,suoi
130,2005668,cari
131,2015370,Ma
132,2018016,alla
133,2023308,fine
134,2033451,che
135,2037861,c’è
136,2051091,di
137,2056383,più
138,2065203,bello
139,2085489,di
140,2089899,una
141,2095852,famiglia
142,2112390,che
143,2119887,festeggia
144,2142378,il
145,2151198,Santo
146,2165751,Natale
147,2188242,
148,2234106,Uscì
149,2249541,di
150,2255274,casa
151,2276883,
152,2289231,ma
153,2293200,sulla
154,2305107,strada
155,2320983,incontrò
156,2343033,due
157,2350089,ladri
158,2369493,
159,2381400,Cominciò
160,2410506,scappare
161,2439612,ma
162,2443581,i
163,2446668,due
164,2452842,erano
165,2466072,giovani
166,2488563,e
167,2489886,lui
168,2497383,aveva
169,2510613,una
170,2517228,gamba
171,2529576,che
172,2535309,non
173,2544129,funzionava
174,2570589,bene
175,2587788,
176,2605428,Lo
177,2610720,acchiapparono
178,2644236,e
179,2655261,gli
180,2660112,rubarono
181,2679516,la
182,2684367,collana
183,2711709,
184,2747871,Quando
185,2765070,si
186,2771685,rialzò
187,2786238,da
188,2791089,terra
189,2802996,iniziò
190,2819754,a
191,2821959,
192,2824164,piangere
193,2854152,
194,2862090,Come
195,2885463,poteva
196,2900457,presentarsi
197,2929122,a
198,2944998,casa
