TOKEN,BEGIN,ORT
0,89523,Apocalisse
1,170226,Cara
2,182574,Franci
3,211239,ti
4,221823,scrivo
5,237258,per
6,245196,sapere
7,258867,come
8,267687,stai
9,280917,tu
10,288414,e
11,290619,come
12,300321,stanno
13,316638,Eris
14,336042,e
15,337365,i
16,340452,vostri
17,358092,figli
18,369117,meravigliosi
19,434826,E
20,441882,poi
21,446733,volevo
22,460845,sapere
23,475398,se
24,485100,pure
25,494361,da
26,500535,voi
27,509355,in
28,512442,Australia
29,539784,è
30,546399,arrivata
31,563157,l’
32,564480,Apocalisse
33,640332,Manu
34,653562,dice
35,665910,che
36,668997,non
37,676935,è
38,682668,detto
39,703836,che
40,706923,sia
41,716625,arrivata
42,733824,pure
43,746172,laggiù
44,785421,voi
45,792477,siete
46,806589,in
47,810117,un
48,815850,altro
49,829962,emisfero
50,860391,e
51,862596,che
52,866124,l’
53,869211,Australia
54,891702,è
55,896112,un
56,899640,Paese
57,917721,abbastanza
58,945504,vergine
59,969318,e
60,970641,che
61,976374,la
62,983430,gente
63,994455,lì
64,1003275,non
65,1009890,può
66,1018710,aver
67,1025766,commesso
68,1049139,lo
69,1053108,stesso
70,1069425,numero
71,1083096,di
72,1087947,peccati
73,1108674,che
74,1114848,da
75,1119699,noi
76,1172178,Secondo
77,1218924,me
78,1235241,non
79,1241856,ci
80,1248030,può
81,1253322,essere
82,1270521,un’
83,1273608,Apocalisse
84,1301391,metà
85,1348137,E
86,1360485,poi
87,1371510,alla
88,1378125,televisione
89,1401057,dicevano
90,1425753,che
91,1429722,era
92,1437219,un
93,1438542,problema
94,1457505,globale
95,1486611,Ma
96,1491462,vatti
97,1502928,a
98,1506015,fidare
99,1528947,Comunque
100,1560258,spero
101,1579221,che
102,1584954,da
103,1592010,voi
104,1607886,non
105,1616706,sia
106,1623762,arrivata
107,1658160,e
108,1659483,abbia
109,1668303,ragione
110,1683738,Manu
111,1735335,Da
112,1740627,un
113,1745037,paio
114,1755621,d’
115,1756944,anni
116,1767969,non
117,1775025,si
118,1780317,parlava
119,1795311,d’
120,1797516,altro
121,1810305,che
122,1815597,dell’Apocalisse
123,1855287,che
124,1858374,sarebbe
125,1876014,arrivata
126,1894977,e
127,1897623,saremmo
128,1917468,morti
129,1933344,tutti
130,1974798,Soprattutto
131,1999494,gli
132,2004345,esperti
133,2025954,in
134,2031246,televisione
135,2076669,avevano
136,2095632,ognuno
137,2111949,una
138,2116800,ricetta
139,2138850,su
140,2145465,come
141,2154285,sarebbe
142,2172366,successo
143,2208087,Ma
144,2223522,tutti
145,2243367,concordavano
146,2275119,su
147,2280852,‘sta
148,2290113,storia
149,2304666,dei
150,2312604,cavalli
151,2330244,colorati
152,2396394,l
153,2402568,Anticristo
154,2431233,sarebbe
155,2447109,arrivato
156,2463426,sopra
157,2477538,un
158,2480625,cavallo
159,2496501,bianco
160,2515464,ad
161,2518992,annunciare
162,2545011,la
163,2550523,fine
164,2562651,della
165,2570148,Terra
166,2621745,Poi
167,2647323,sarebbe
168,2666727,arrivato
169,2679516,un
170,2686131,cavallo
171,2702448,rosso
172,2723616,che
173,2727144,avrebbe
174,2740815,fatto
175,2752281,scoppiare
176,2777859,una
177,2784033,guerra
178,2799027,totale
179,2840481,Poi
180,2849742,un
181,2855916,cavallo
182,2873115,nero
183,2886786,che
184,2889432,avrebbe
185,2904426,portato
186,2923389,fame
187,2939265,e
188,2940588,carestia
189,2980719,anche
190,2991303,in
191,2997477,conseguenza
192,3028788,della
193,3038490,guerra
194,3082149,Di
195,3087441,questi
196,3100230,cavalli
197,3116547,non
198,3123603,c’è
199,3128013,stata
200,3141684,traccia
201,3182697,E
202,3187989,non
203,3194163,ci
204,3200337,sono
205,3207834,stati
206,3221064,nemmeno
207,3237822,terremoti
208,3266487,e
209,3269574,piogge
210,3284127,di
211,3288096,meteoriti
212,3329109,Però
213,3338370,l’
214,3340575,Apocalisse
215,3367035,c’è
216,3371004,stata
217,3420837,È
218,3426129,arrivata
219,3442887,così
220,3477285,senza
221,3494043,trombe
222,3508596,del
223,3516534,giudizio
224,3535056,ad
225,3538143,annunciarla
226,3574305,mi
227,3578274,sono
228,3588417,svegliato
229,3607821,una
230,3617523,mattina
231,3640455,e
232,3645747,ho
233,3649275,scoperto
234,3682350,che
235,3686760,mi
236,3692934,faceva
237,3709251,male
238,3719835,tutto
239,3763053,Ogni
240,3773637,movimento
241,3801420,anche
242,3810681,solo
243,3822588,piegare
244,3837582,un
245,3849048,dito
246,3869775,mi
247,3876831,faceva
248,3893589,male
249,3932838,Persino
250,3951801,sbattere
251,3972528,le
252,3978261,palpebre
253,4015305,Un
254,4022802,dolore
255,4036032,costante
256,4063374,che
257,4069107,non
258,4077927,ti
259,4081455,abbandona
260,4106151,mai
261,4152456,Camminare
262,4171419,è
263,4174506,quasi
264,4188618,impossibile
265,4218606,senza
266,4233600,urlare
267,4285197,È
268,4288284,difficile
269,4312539,da
270,4318272,spiegare
271,4339440,ma
272,4342086,qualsiasi
273,4388832,processo
274,4410882,biologico
275,4439547,produce
276,4458510,dolore
277,4466007,Pure
278,4478796,la
279,4480119,crescita
280,4540977,della
281,4552443,barba
282,4570524,dei
283,4577139,capelli
284,4593456,e
285,4597425,delle
286,4609773,unghie
287,4651227,Digerire
288,4674159,poi
289,4681656,ti
290,4687389,lascia
291,4702824,praticamente
292,4731048,senza
293,4748467,fiato
294,4765887,cominci
295,4784850,a
296,4787496,piangere
297,4858938,È
298,4863348,come
299,4873932,se
300,4886280,Dio
301,4909653,avesse
302,4924647,tolto
303,4941405,tutti
304,4955517,gli
305,4959927,uomini
306,4978449,l’
307,4980213,anestetico
308,5013288,che
309,5019462,ti
310,5025636,permette
311,5047245,di
312,5051655,vivere
313,5065326,senza
314,5081202,soffrire
315,5111190,e
316,5112513,di
317,5122656,divertirti
318,5159700,Sai
319,5198508,quella
320,5211297,storia
321,5233788,che
322,5239080,si
323,5247900,raccontava
324,5273919,delle
325,5284944,endorfine
326,5323311,che
327,5343156,vengono
328,5360796,prodotte
329,5382405,dal
330,5389461,nostro
331,5402691,cervello
332,5424741,per
333,5430033,stare
334,5444586,meglio
335,5489127,Ho
336,5494860,capito
337,5511177,che
338,5516028,la
339,5520879,carne
340,5553513,le
341,5563215,cellule
342,5587029,il
343,5594085,sangue
344,5608197,stesso
345,5634657,soffre
346,5663763,per
347,5675229,esistere
348,5725944,e
349,5733882,che
350,5744025,Dio
351,5773572,e
352,5776659,pensare
353,5795181,che
354,5798709,io
355,5807529,non
356,5816790,credevo
357,5860890,aveva
358,5871033,infuso
359,5893083,sostanze
360,5919543,anestetiche
361,5955705,che
362,5973345,ora
363,5987898,ci
364,5991426,ha
365,5994513,tolto
366,6052284,Ora
367,6062868,non
368,6074334,abbiamo
369,6094179,più
370,6102558,niente
371,6119757,che
372,6125931,ci
373,6131664,protegge
374,6153714,e
375,6159006,ogni
376,6171354,secondo
377,6195609,è
378,6196932,una
379,6201783,sofferenza
380,6232653,continua
381,6292188,Detto
382,6310710,ciò
383,6326586,non
384,6330555,la
385,6337170,voglio
386,6353487,buttare
387,6369804,sul
388,6379506,drammatico
389,6404202,esagerato
390,6432867,forse
391,6447420,passerà
392,6499899,Forse
393,6513129,il
394,6517539,padre
395,6526800,eterno
396,6545763,ci
397,6549291,ricoprirà
398,6571341,di
399,6576192,questa
400,6588981,droga
401,6600888,naturale
402,6625143,che
403,6631758,rendeva
404,6649398,la
405,6655131,vita
406,6666597,degna
407,6674976,di
408,6684237,essere
409,6700995,vissuta
410,6758766,Certo
411,6773760,le
412,6778170,nostre
413,6794046,droghe
414,6807717,non
415,6816978,funzionano
416,6871221,Alla
417,6885774,ASL
418,6900768,distribuiscono
419,6937812,gratis
420,6956775,ogni
421,6966918,tipo
422,6976620,di
423,6981912,droga
424,6993378,e
425,6995142,anestetico
426,7029540,Ma
427,7034391,non
428,7040565,servono
429,7059087,a
430,7063056,niente
431,7115094,Che
432,7120827,strano
433,7164486,nessuno
434,7179921,aveva
435,7192269,pensato
436,7214760,questa
437,7228872,punizione
438,7271649,Era
439,7279146,la
440,7284438,peggiore
441,7300314,di
442,7308252,tutte
443,7327656,Tutti
444,7367346,a
445,7374402,parlare
446,7422912,Ora
447,7432173,però
448,7443198,pure
449,7454223,parlare
450,7474068,è
451,7475391,impossibile
452,7526988,Le
453,7531398,corde
454,7545069,vocali
455,7560945,le
456,7566237,usiamo
457,7586082,oramai
458,7615629,solo
459,7630623,per
460,7637679,lamentarci
461,7716177,Ora
462,7725438,devo
463,7735140,smettere
464,7758513,di
465,7765128,scrivere
466,7796880,la
467,7802613,mano
468,7811874,mi
469,7820253,si
470,7823781,sta
471,7834806,paralizzando
472,7870527,e
473,7871850,gli
474,7877142,occhi
475,7887726,mi
476,7896105,si
477,7899633,appannano
478,7964019,Di
479,7970634,là
480,7977690,il
481,7984305,piccolo
482,8001945,Ettore
483,8017380,non
484,8024656,smette
485,8038989,di
486,8045163,piangere
487,8063244,da
488,8067654,un
489,8074269,mese
490,8134686,Spero
491,8149680,tanto
492,8164674,che
493,8167320,lì
494,8175699,da
495,8180991,voi
496,8188047,non
497,8196426,sia
498,8205246,così
499,8254638,Se
500,8261253,a
501,8264340,voi
502,8270955,non
503,8277129,è
504,8279334,successo
505,8310645,dovete
506,8323875,pensare
507,8342397,che
508,8349012,la
509,8354304,vita
510,8364006,che
511,8372826,vivete
512,8386497,non
513,8388261,è
514,8390025,meravigliosa
515,8459262,gustatene
516,8486163,ogni
517,8498511,scorcio
518,8521002,respirate
519,8546580,pieni
520,8559810,polmoni
521,8582742,correte
522,8617140,baciatevi
523,8648010,Ti
524,8675793,voglio
525,8685936,tanto
526,8700930,bene
527,8735328,Ah
528,8753409,Non
529,8762670,ti
530,8765757,ho
531,8768403,detto
532,8782515,che
533,8786484,ogni
534,8795745,battito
535,8813385,del
536,8821323,cuore
537,8845137,è
538,8847783,una
539,8857485,fitta
540,8872038,che
541,8876889,mi
542,8882181,strappa
543,8906436,un
544,8909082,sottile
545,8928045,lamento
546,8954505,Tuo
547,8991990,Filippo
