TOKEN,BEGIN,ORT
0,0,
1,89964,LE
2,98343,PRECAUZIONI
3,133861,INUTILI
4,157878,CONTRO
5,179928,LE
6,187866,FRODI
7,255339,Leo
8,267687,Bussi
9,299880,piazzista
10,328104,d
11,329868,anni
12,341334,trenta
13,372204,entrò
14,387639,nella
15,396459,succursale
16,424242,numero
17,438795,sette
18,455112,del
19,462609,Credito
20,481131,Nazionale
21,515088,
22,518175,per
23,524790,riscuotere
24,551250,un
25,554778,assegno
26,573741,circolare
27,605934,
28,608139,di
29,611667,quattromila
30,637245,lire
31,652239,
32,693252,Non
33,701190,c'erano
34,717066,sportelli
35,755874,ma
36,762048,un
37,766458,lungo
38,781893,banco
39,802620,dietro
40,814086,al
41,818496,quale
42,831285,gli
43,840105,impiegati
44,862596,lavoravano
45,921249,Desidera
46,950355,
47,962262,domandò
48,977697,uno
49,988281,di
50,992250,questi
51,1009008,gentilmente
52,1046493,
53,1072512,Ho
54,1079515,un
55,1082655,assegno
56,1098090,da
57,1103823,riscuotere
58,1136457,
59,1167327,Prego
60,1186290,
61,1194228,disse
62,1207017,l
63,1208340,impiegato
64,1252440,e
65,1255968,preso
66,1265670,il
67,1272285,foglietto
68,1289642,in
69,1294335,mano
70,1303596,lo
71,1307565,esaminò
72,1328733,per
73,1337553,diritto
74,1358280,e
75,1360485,per
76,1369305,rovescio
77,1394883,
78,1407231,Poi
79,1450052,Si
80,1454859,accomodi
81,1473381,più
82,1480437,in
83,1481760,là
84,1489257,dal
85,1496313,mio
86,1502487,collega
87,1531593,
88,1567314,Il
89,1573929,collega
90,1607886,era
91,1616176,un
92,1620675,uomo
93,1631700,sui
94,1642284,cinquanta
95,1678005,
96,1703583,Contemplò
97,1728279,l
98,1730925,assegno
99,1748124,a
100,1750770,lungo
101,1777230,
102,1784727,rigirandolo
103,1811411,da
104,1815949,una
105,1820448,parte
106,1837206,e
107,1838529,dall'altra
108,1893036,tossicchiò
109,1935549,alzò
110,1949661,gli
111,1956717,sguardi
112,1978767,al
113,1984500,di
114,1991115,sopra
115,2002435,degli
116,2013165,occhiali
117,2036979,esaminando
118,2061234,la
119,2066746,faccia
120,2080197,del
121,2087694,cliente
122,2120769,
123,2131353,guardò
124,2149875,ancora
125,2166192,l
126,2167956,assegno
127,2200590,guardò
128,2214702,di
129,2219994,nuovo
130,2233224,il
131,2240280,Bussi
132,2282175,quasi
133,2298933,cercando
134,2321485,una
135,2329362,corrispondenza
136,2380959,infine
137,2415798,chiese
138,2435202,
139,2451519,Lei
140,2460705,ha
141,2463867,qui
142,2473128,un
143,2477538,conto
144,2491209,corrente
145,2522520,
146,2542365,No
147,2553831,
148,2591316,lui
149,2599695,rispose
150,2628360,
151,2656584,Documenti
152,2681280,di
153,2684808,riconoscimento
154,2729790,
155,2754486,Il
156,2760660,Bussi
157,2774772,diede
158,2783592,il
159,2790207,passaporto
160,2856798,L
161,2829015,
162,2857944,impiegato
163,2879289,lo
164,2883699,prese
165,2901339,lo
166,2906631,portò
167,2921625,al
168,2926476,suo
169,2934855,tavolo
170,2956464,sedette
171,2982924,sfogliò
172,3005415,il
173,3009825,libretto
174,3029670,controllandolo
175,3074652,cominciò
176,3098466,a
177,3101994,prendere
178,3122280,nota
179,3142566,registrando
180,3178287,su
181,3190635,un
182,3191958,modulo
183,3214449,
184,3222828,nome
185,3241350,
186,3251493,numero
187,3274425,
188,3278835,data
189,3291183,di
190,3296034,rilascio
191,3318084,eccetera
192,3379824,Ma
193,3343662,
194,3385583,a
195,3386668,un
196,3391290,certo
197,3403638,punto
198,3416427,si
199,3423924,fermò
200,3449502,aggiustandosi
201,3482577,gli
202,3486105,occhiali
203,3516534,e
204,3519180,brontolò
205,3540348,qualche
206,3555783,parola
207,3579597,
208,3616641,C'è
209,3621492,qualcosa
210,3642660,che
211,3644424,non
212,3651921,va
213,3669120,
214,3674853,disse
215,3688965,il
216,3693816,Bussi
217,3713220,con
218,3718071,la
219,3724245,vaga
220,3733506,sensazione
221,3760407,di
222,3764817,essere
223,3777165,scambiato
224,3800538,per
225,3805830,un
226,3812445,gangster
227,3870216,Niente
228,3881241,niente
229,3911229,
230,3935528,fece
231,3944745,quello
232,3960621,con
233,3969000,un
234,3972528,sorrisetto
235,3995019,ambiguo
236,4021038,
237,4051467,Così
238,4064256,dicendo
239,4088511,col
240,4095567,passaporto
241,4120263,in
242,4125555,mano
243,4144959,andò
244,4157748,consultare
245,4190823,il
246,4197438,direttore
247,4226103,che
248,4230954,stava
249,4244184,in
250,4253886,fondo
251,4270119,un
252,4278582,tavolo
253,4293135,più
254,4299750,grande
255,4323564,
256,4353111,I
257,4356639,due
258,4362813,confabularono
259,4405590,
260,4412646,alzando
261,4429404,ogni
262,4439106,tanto
263,4451013,gli
264,4455423,occhi
265,4466007,esaminare
266,4488057,la
267,4495113,faccia
268,4507461,del
269,4514958,piazzista
270,4548915,
271,4582431,Finalmente
272,4607568,l
273,4609773,impiegato
274,4633146,ritornò
275,4657401,
276,4703265,è
277,4705911,la
278,4711203,prima
