TOKEN,BEGIN,ORT
0,89523,La
1,98343,camicia
2,123480,dell'uomo
3,145971,contento
4,227115,Un
5,235053,Re
6,256662,aveva
7,268128,un
8,276507,figlio
9,287973,unico
10,325458,e
11,326781,gli
12,332514,voleva
13,348390,bene
14,360297,come
15,371763,alla
16,380142,luce
17,393813,dei
18,402633,suoi
19,412776,occhi
20,446292,Ma
21,450702,questo
22,466137,Principe
23,486423,era
24,492156,sempre
25,508473,scontento
26,571095,Passava
27,590499,giornate
28,605052,intere
29,622378,affacciato
30,642537,al
31,649152,balcone
32,676053,a
33,678258,guardare
34,699867,lontano
35,757461,Ma
36,762202,cosa
37,774396,ti
38,780570,manca
39,800856,gli
40,807030,chiedeva
41,825552,il
42,830844,Re
43,846812,Che
44,852453,cos'hai
45,906255,Non
46,912870,lo
47,918603,so
48,929187,padre
49,941094,mio
50,962262,non
51,966231,lo
52,971082,so
53,979461,neanch'io
54,1036006,Sei
55,1047516,innamorato
56,1097609,Se
57,1102941,vuoi
58,1113966,una
59,1119699,qualche
60,1136016,ragazza
61,1155861,dimmelo
62,1181439,e
63,1189818,te
64,1193787,la
65,1198197,farò
66,1209663,sposare
67,1249353,fosse
68,1262142,la
69,1267875,figlia
70,1281546,del
71,1288602,Re
72,1300509,più
73,1307124,potente
74,1325646,della
75,1335348,terra
76,1360926,o
77,1363572,la
78,1368864,più
79,1376802,povera
80,1391796,contadina
81,1449126,No
82,1460592,padre
83,1473579,non
84,1481319,sono
85,1490580,innamorato
86,1556289,E
87,1557612,il
88,1564668,Re
89,1568196,re
90,1573488,a
91,1576575,riprovare
92,1599948,tutti
93,1612737,i
94,1614060,modi
95,1624644,per
96,1632582,distrarlo
97,1683812,Teatri
98,1705788,balli
99,1726074,musiche
100,1751211,canti
101,1786932,ma
102,1791783,nulla
103,1802808,serviva
104,1840734,e
105,1842057,dal
106,1852200,viso
107,1861020,del
108,1869399,Principe
109,1889244,di
110,1895859,giorno
111,1908207,in
112,1914381,giorno
113,1929816,scompariva
114,1964655,il
115,1969065,color
116,1984941,di
117,1992879,rosa
118,2048004,Il
119,2053737,Re
120,2061234,mise
121,2074905,fuori
122,2086371,un
123,2090781,editto
124,2125179,e
125,2127825,da
126,2132676,tutte
127,2144583,le
128,2149875,parti
129,2161782,del
130,2168838,mondo
131,2185155,venne
132,2194857,la
133,2201472,gente
134,2215584,più
135,2221656,istruita
136,2274695,filosofi
137,2304225,dottori
138,2331126,e
139,2334213,professori
140,2396835,Gli
141,2403891,mostrò
142,2421972,il
143,2426823,Principe
144,2451519,e
145,2452842,domandò
146,2472687,consiglio
147,2536632,Quelli
148,2552067,si
149,2556477,ritirarono
150,2581966,a
151,2584260,pensare
152,2613366,poi
153,2621304,tornarono
154,2647764,dal
155,2660994,Re
156,2709945,Maestà
157,2745225,abbiamo
158,2760219,pensato
159,2798586,abbiamo
160,2812257,letto
161,2825046,le
162,2829456,stelle
163,2865177,ecco
164,2877525,cosa
165,2891196,dovete
166,2910159,fare
167,2954700,Cercate
168,2974866,un
169,2980719,uomo
170,2993067,che
171,2996595,sia
172,3006297,contento
173,3045969,ma
174,3052161,contento
175,3075181,in
176,3080826,tutto
177,3090969,e
178,3096702,per
179,3106845,tutto
180,3134187,e
181,3136392,cambiate
182,3161467,la
183,3164616,camicia
184,3184461,di
185,3189312,vostro
186,3205188,figlio
187,3218859,con
188,3223269,la
189,3230766,sua
190,3288113,Quel
191,3295152,giorno
192,3308382,stesso
193,3327786,il
194,3332637,Re
195,3339693,mandò
196,3356451,gli
197,3361743,ambasciatori
198,3391731,per
199,3397905,tutto
200,3412458,il
201,3420396,mondo
202,3435390,a
203,3440241,cercare
204,3460086,l
205,3464496,uomo
206,3472875,contento
207,3513888,Gli
208,3522267,fu
209,3527559,condotto
210,3550173,un
211,3556224,prete
212,3593783,Sei
213,3602088,contento
214,3636265,gli
215,3644424,domandò
216,3662064,il
217,3668238,Re
218,3706164,Io
219,3715866,sì
220,3725568,Maestà
221,3779811,Bene
222,3819060,Ci
223,3823029,avresti
224,3838905,piacere
225,3858692,a
226,3860073,diventare
227,3879477,il
228,3883446,mio
229,3889620,vescovo
230,3932397,Oh
231,3940776,magari
232,3962385,Maestà
233,3999429,Va
234,4010723,via
235,4022361,Fuori
236,4032945,di
237,4040001,qua
238,4066461,Cerco
239,4079990,un
240,4083219,uomo
241,4095126,felice
242,4111884,e
243,4113207,contento
244,4136580,del
245,4145400,suo
246,4151133,stato
247,4183767,non
248,4195233,uno
249,4205817,che
250,4210227,voglia
251,4224339,star
252,4235364,meglio
253,4248594,di
254,4252563,com'è
255,4294899,e
256,4302396,il
257,4310334,Re
258,4327533,prese
259,4336353,ad
260,4342086,aspettare
261,4368105,un
262,4373397,altro
263,4426317,C'era
264,4438206,un
265,4441752,altro
266,4454100,Re
267,4460715,suo
268,4471299,vicino
269,4494672,gli
270,4500405,dissero
271,4534463,che
272,4538772,era
273,4544064,proprio
274,4561924,felice
275,4579785,e
276,4581108,contento
277,4624326,aveva
278,4638398,una
279,4645053,moglie
280,4660488,bella
281,4671513,e
282,4675923,buona
283,4701060,un
284,4707675,mucchio
285,4719141,di
286,4725756,figli
287,4750893,aveva
288,4763241,vinto
289,4778235,tutti
290,4789701,i
291,4791024,nemici
292,4808910,in
293,4812633,guerra
294,4832037,e
295,4838652,il
296,4845267,paese
297,4861143,stava
298,4874814,in
299,4882752,pace
300,4935702,Subito
301,4968358,il
302,4972892,Re
303,4989915,pieno
304,4999176,di
305,5005350,speranza
306,5037984,mandò
307,5049891,gli
308,5055183,ambasciatori
309,5088363,a
310,5090022,chiedergli
311,5112072,la
312,5116482,camicia
313,5181750,Il
314,5187483,Re
315,5193657,vicino
316,5210856,ricevette
317,5235993,gli
318,5240844,ambasciatori
319,5305671,e
320,5347182,Sì
321,5364372,sì
322,5390784,non
323,5396076,mi
324,5401368,manca
325,5417685,nulla
326,5456493,peccato
327,5475015,però
328,5488245,che
329,5493096,quando
330,5504562,si
331,5510736,hanno
332,5518674,tante
333,5531022,cose
334,5546898,poi
335,5553072,si
336,5560569,debba
337,5574240,morire
338,5603138,e
339,5607756,lasciare
340,5627160,tutto
341,5661117,Con
342,5669937,questo
343,5681844,pensiero
344,5701689,soffro
345,5718006,tanto
346,5734764,che
347,5738733,non
348,5747553,dormo
349,5761224,alla
350,5768721,notte
351,5787684,E
352,5820507,gli
353,5822964,ambasciatori
354,5851188,pensarono
355,5874120,bene
356,5884263,di
357,5890437,tornarsene
358,5916456,indietro
359,5978196,Per
360,5983488,sfogare
361,6012153,la
362,6015681,sua
363,6025383,disperazione
364,6070365,il
365,6075657,Re
366,6083154,andò
367,6093671,a
368,6100233,caccia
369,6132149,Tirò
370,6142596,a
371,6144289,una
372,6152391,lepre
373,6176205,e
374,6177528,credeva
375,6195168,d
376,6196491,averla
377,6212808,presa
378,6231330,ma
379,6236181,la
380,6240591,lepre
381,6256467,zoppicando
382,6281163,scappò
383,6304977,via
384,6351282,Il
385,6354810,Re
386,6363630,le
387,6368922,tenne
388,6381270,dietro
389,6409053,e
390,6410376,s'allontanò
391,6436836,dal
392,6445656,seguito
393,6498576,In
394,6503427,mezzo
395,6514893,ai
396,6517539,campi
397,6532533,sentì
398,6545763,una
399,6553260,voce
400,6564726,d
401,6566049,uomo
402,6578397,che
403,6583248,cantava
404,6603975,la
405,6610590,Falulelella
406,6679386,Il
407,6685119,Re
408,6691734,si
409,6700995,fermò
410,6745536,Chi
411,6753033,canta
412,6769350,così
413,6782139,non
414,6788313,può
415,6794487,che
416,6800220,essere
417,6816096,contento
418,6861519,e
419,6862842,seguendo
420,6884909,il
421,6889302,canto
422,6903414,s'infilò
423,6922363,in
424,6925949,una
425,6936048,vigna
426,6962508,e
427,6964713,tra
428,6971769,i
429,6975958,filari
430,6992937,vide
431,7002639,un
432,7008813,giovane
433,7028658,che
434,7039683,cantava
435,7062174,potando
436,7081137,le
437,7084224,viti
438,7134498,Buon
439,7145082,dì
440,7153020,Maestà
441,7185654,disse
442,7199325,quel
443,7209468,giovane
444,7246512,Così
445,7260183,di
446,7264152,buon'ora
447,7280469,già
448,7284438,in
449,7290612,campagna
450,7347501,Benedetto
451,7370874,te
452,7402185,vuoi
453,7411446,che
454,7418061,ti
455,7424235,porti
456,7437906,con
457,7445844,me
458,7453341,alla
459,7459515,capitale
460,7498164,Sarai
461,7510230,mio
462,7520814,amico
463,7564914,Ahi
464,7575939,ahi
465,7586964,Maestà
466,7616070,no
467,7627095,non
468,7634151,ci
469,7639884,penso
470,7653114,nemmeno
471,7671636,grazie
472,7707357,Non
473,7710885,mi
