TOKEN,BEGIN,ORT
0,89964,UNA
1,105840,GOCCIA
2,193599,Una
3,203742,goccia
4,217413,d
5,218736,acqua
6,233289,sale
7,247842,i
8,251811,gradini
9,270774,della
10,281358,scala
11,322371,Disteso
12,347067,nel
13,354123,letto
14,366030,ascolto
15,389350,il
16,394254,suo
17,403956,cammino
18,464373,Tic
19,506559,tic
20,545958,si
21,554778,ode
22,564039,a
23,567161,intermittenza
24,659295,Poi
25,665910,la
26,672084,goccia
27,685314,si
28,694575,ferma
29,725886,e
30,731178,magari
31,750582,per
32,758520,tutta
33,771750,la
34,776160,rimanente
35,799974,notte
36,814527,non
37,820701,si
38,827757,fa
39,834372,più
40,844074,viva
41,883472,Tuttavia
42,904050,sale
43,977256,Non
44,983103,siamo
45,994455,stati
46,1009449,noi
47,1022405,a
48,1023561,segnalarla
49,1072953,Bensì
50,1087506,una
51,1095885,servetta
52,1151010,Se
53,1156743,ne
54,1160712,accorse
55,1178352,una
56,1184967,sera
57,1197315,quando
58,1210986,tutti
59,1225098,erano
60,1237887,già
61,1245825,dormire
62,1304478,Dopo
63,1313739,un
64,1317267,po
65,1326528,scese
66,1342845,dal
67,1351224,letto
68,1364013,e
69,1370628,corse
70,1392320,a
71,1393560,svegliare
72,1415610,la
73,1420902,padrona
74,1481760,Signora
75,1522332,sussurrò
76,1573047,Cosa
77,1584072,succede
78,1632141,fece
79,1643166,la
80,1647576,padrona
81,1663452,riscuotendosi
82,1733130,C'è
83,1739304,una
84,1745037,goccia
85,1763118,signora
86,1797075,vien
87,1805013,su
88,1813392,per
89,1819566,le
90,1825740,scale
91,1872927,Che
92,1876455,cosa
93,1917909,chiese
94,1930698,l
95,1932903,altra
96,1945251,sbalordita
97,2018016,Una
98,2028159,goccia
99,2043153,che
100,2047563,sale
101,2061675,i
102,2064762,gradini
103,2102247,ripeté
104,2120328,la
105,2124297,servetta
106,2162223,e
107,2168838,quasi
108,2189124,si
109,2192652,metteva
110,2214261,piangere
111,2263212,sei
112,2272032,matta
113,2303784,imprecò
114,2321424,la
115,2325834,signora
116,2373761,Torna
117,2386692,a
118,2388015,letto
119,2423295,Hai
120,2428587,bevuto
121,2462985,è
122,2464308,un
123,2470041,pezzo
124,2483271,che
125,2487240,al
126,2491209,mattino
127,2507967,manca
128,2521197,il
129,2527371,vino
130,2534427,nella
131,2544570,bottiglia
132,2601018,Ma
133,2605869,la
134,2609838,ragazzetta
135,2647764,era
136,2655261,già
137,2659671,rincantucciata
138,2693628,sotto
139,2704653,le
140,2710386,coperte
141,2779182,Chissà
142,2795499,che
143,2801232,cosa
144,2812698,le
