TOKEN,BEGIN,ORT
0,0,
1,70119,I
2,77616,tre
3,86727,
4,91485,linguaggi
5,127449,
6,177842,C'era
7,189630,una
8,196686,volta
9,211680,in
10,220059,Svizzera
11,250488,
12,254016,un
13,260190,vecchio
14,278271,conte
15,312333,che
16,316867,aveva
17,329868,un
18,339570,unico
19,359194,figlio
20,381465,
21,389403,ma
22,397341,così
23,412335,stupido
24,437913,che
25,442203,non
26,448938,riusciva
27,467901,imparare
28,487305,nulla
29,508032,
30,541107,Allora
31,553014,il
32,557865,padre
33,572859,disse
34,596232,Ascolta
35,620046,figlio
36,634599,mio
37,647388,
38,654444,per
39,661059,quanto
40,676935,io
41,684432,faccia
42,702072,non
43,707364,riesco
44,724333,a
45,727650,cacciarti
46,749700,niente
47,763604,in
48,770427,testa
49,817173,Devi
50,824670,andare
51,839664,via
52,848925,di
53,852894,qui
54,865683,
55,887292,maestri
56,911547,insigni
57,937566,proveranno
58,961574,a
59,964026,fare
60,983871,ciò
61,993573,che
62,997101,io
63,1004157,non
64,1008567,ho
65,1012977,potuto
66,1034586,
67,1079568,Il
68,1085742,giovane
69,1102500,fu
70,1106469,così
71,1117935,mandato
72,1139976,in
73,1143438,un
74,1147041,altra
75,1161153,città
76,1198638,e
77,1199961,rimase
78,1218924,presso
79,1233918,un
80,1240533,maestro
81,1256850,per
82,1264347,un
83,1268316,intero
84,1289925,anno
85,1324653,Trascorso
86,1347696,questo
87,1360044,periodo
88,1382976,tornò
89,1399293,a
90,1404585,casa
91,1438983,e
92,1443066,il
93,1450449,padre
94,1462356,gli
95,1472499,chiese
96,1494990,
97,1514835,Ebbene
98,1536444,
99,1546701,che
100,1552761,cosa
101,1561581,hai
102,1566873,imparato
103,1593774,
104,1626849,Il
105,1633905,figlio
106,1645371,rispose
107,1675359,
108,1688148,Babbo
109,1709757,
110,1724310,ho
111,1729602,imparato
112,1756503,quello
113,1767969,che
114,1770174,dicono
115,1789137,i
116,1794429,cani
117,1813833,
118,1855287,Dio
119,1870281,guardi
120,1900269,
121,1909530,esclamò
122,1929816,il
123,1937754,padre
124,1957599,
125,1972593,è
126,1976562,tutto
127,1990233,qui
128,2006109,
129,2032128,Devi
130,2041389,andare
131,2055139,in
132,2061234,un
133,2063439,altra
134,2076669,città
135,2097396,
136,2104452,presso
137,2118564,un
138,2124738,altro
139,2138850,maestro
140,2167515,
141,2205000,Il
142,2212938,giovane
143,2228373,andò
144,2245131,
145,2272914,e
146,2278647,anche
147,2290113,questa
148,2305107,volta
149,2320101,vi
150,2326716,si
151,2332449,fermò
152,2345679,un
153,2352735,anno
154,2371257,
155,2395512,Quando
156,2409624,ritornò
157,2431233,il
158,2437848,padre
159,2451519,disse
160,2473128,
161,2482389,Ebbene
162,2503557,
163,2521638,che
164,2528694,cosa
165,2537073,hai
166,2543247,imparato
167,2568384,
168,2595285,Il
169,2602341,figlio
170,2611161,rispose
171,2644236,
172,2658789,Babbo
173,2680398,
174,2687454,ho
175,2692305,imparato
176,2722293,quello
177,2733318,che
178,2736405,dicono
179,2754486,gli
180,2761101,uccelli
181,2787561,
182,2823723,Allora
183,2836512,il
184,2842686,padre
185,2854593,andò
186,2864736,in
187,2870910,collera
188,2890755,e
189,2895606,disse
190,2917215,
191,2924271,Sciagurato
192,2958228,Hai
193,2979396,perduto
194,2998800,tutto
195,3012471,quel
196,3020409,tempo
197,3035844,prezioso
198,3059217,senza
199,3074211,imparare
200,3096261,nulla
201,3112137,e
202,3114342,non
203,3124926,ti
204,3128454,vergogni
205,3150504,di
206,3154032,comparirmi
207,3182697,davanti
208,3237822,Ti
209,3240027,manderò
210,3257226,da
211,3261636,un
212,3269133,terzo
213,3287214,maestro
214,3315438,
215,3328668,ma
216,3335402,se
217,3343662,anche
218,3354687,questa
219,3370122,volta
220,3389085,non
221,3394818,impari
222,3412458,nulla
223,3432303,
224,3438918,non
225,3446415,voglio
226,3459645,più
227,3471111,essere
228,3488310,tuo
229,3496248,padre
230,3514770,
231,3559752,Così
232,3580920,il
233,3582243,giovane
234,3599883,fu
235,3604734,portato
236,3624579,da
237,3630312,un
238,3636045,terzo
239,3653685,maestro
240,3687642,
241,3697785,presso
242,3711456,il
243,3719394,quale
244,3738798,rimase
245,3757761,un
246,3763935,altro
247,3777606,anno
248,3798774,
249,3833004,Quando
250,3845079,finalmente
251,3871980,ritornò
252,3892658,a
253,3902201,casa
254,3940776,il
255,3947832,padre
256,3958857,gli
257,3967236,chiese
258,3999429,Ebbene
259,4037879,che
260,4041324,cosa
261,4054554,hai
262,4060287,imparato
263,4090716,
264,4117176,Caro
265,4129965,babbo
266,4152897,
267,4157307,rispose
268,4200525,quest'anno
269,4223016,ho
270,4226544,imparato
271,4254327,quello
272,4265793,che
273,4270644,gracidano
274,4298427,le
275,4305042,rane
276,4320918,
277,4361049,Allora
278,4374720,il
279,4379130,padre
280,4391478,andò
281,4401180,su
282,4408677,tutte
283,4421907,le
284,4428963,furie
285,4448367,
286,4458069,balzò
287,4476150,in
