TOKEN,BEGIN,ORT
0,0.0,
1,89964.0,l'
2,95697.0,incantesimo
3,133623.0,della
4,145530.0,volpe
5,168021.0,
6,221699.0,C’è
7,227997.0,stato
8,244406.0,un
9,251370.0,periodo
10,271215.0,della
11,280917.0,mia
12,291060.0,vita
13,315315.0,
14,322812.0,nel
15,336055.0,quale
16,347949.0,ho
17,350154.0,seguito
18,372204.0,mio
19,380142.0,padre
20,407484.0,quando
21,417186.0,andava
22,429776.0,a
23,436369.0,caccia
24,450261.0,coi
25,459522.0,suoi
26,465696.0,amici
27,523467.0,Non
28,528939.0,avevo
29,540666.0,un
30,547722.0,fucile
31,569772.0,mio
32,579474.0,
33,590058.0,ogni
34,598878.0,tanto
35,610785.0,qualcuno
36,629748.0,ne
37,635040.0,portava
38,652313.0,uno
39,660216.0,in
40,666351.0,più
41,673407.0,e
42,675612.0,me
43,681345.0,lo
44,686196.0,passava
45,717066.0,
46,725886.0,Io
47,730296.0,lo
48,736029.0,prendevo
49,759843.0,ringraziavo
50,801914.0,e
51,804384.0,mi
52,808794.0,ripromettevo
53,835695.0,di
54,841428.0,fare
55,848598.0,in
56,852894.0,modo
57,866124.0,di
58,870093.0,non
59,878913.0,tirare
60,890379.0,un
61,895230.0,colpo
62,922131.0,
63,932715.0,Non
64,937125.0,mi
65,944181.0,piaceva
66,960057.0,ammazzare
67,1014741.0,Mi
68,1018260.0,piaceva
69,1033704.0,sparare
70,1051105.0,a
71,1052226.0,bottiglie
72,1074717.0,vuote
73,1092357.0,o
74,1095444.0,barattoli
75,1117180.0,arrugginiti
76,1153656.0,
77,1180557.0,Avevo
78,1193654.0,a
79,1195551.0,detta
80,1209222.0,di
81,1215396.0,tutti
82,1228185.0,una
83,1233918.0,buona
84,1245384.0,mira
85,1299186.0,cos
86,1305360.0,era
87,1312416.0,allora
88,1325205.0,che
89,1330497.0,mi
90,1336671.0,spingeva
91,1358280.0,ad
92,1362690.0,alzarmi
93,1383858.0,dal
94,1392678.0,letto
95,1415169.0,quando
96,1430604.0,ancora
97,1448685.0,faceva
98,1465002.0,scuro
99,1521891.0,Mi
100,1526036.0,piaceva
101,1546587.0,vedere
102,1560258.0,spuntare
103,1584954.0,il
104,1591569.0,sole
105,1618805.0,e
106,1622880.0,mi
107,1629495.0,piaceva
108,1647135.0,l’
109,1650222.0,improvviso
110,1688589.0,accendersi
111,1724310.0,della
112,1732689.0,caccia
113,1758267.0,
114,1795311.0,Dalle
115,1805454.0,parti
116,1819566.0,nostre
117,1844703.0,
118,1853082.0,si
119,1859256.0,andavano
120,1876455.0,a
121,1881747.0,cacciare
122,1899828.0,allodole
123,1926729.0,conigli
124,1956148.0,e
125,1959755.0,lepri
126,1985382.0,
127,2019780.0,I
128,2022867.0,conigli
129,2048886.0,bisognava
130,2073141.0,stanarli
131,2098278.0,col
132,2109303.0,furetto
133,2170161.0,La
134,2173689.0,tana
135,2185155.0,del
136,2192652.0,coniglio
137,2218671.0,aveva
138,2232342.0,una
139,2241162.0,buca
140,2253069.0,d’
141,2254833.0,ingresso
142,2288349.0,ma
143,2292318.0,il
144,2300697.0,coniglio
145,2330685.0,
146,2332890.0,s
147,2338623.0,approntava
148,2366406.0,tre
149,2380959.0,o
150,2386251.0,quattro
151,2404773.0,buche
152,2416239.0,d
153,2418885.0,uscita
154,2445786.0,
155,2454165.0,scavandole
156,2486799.0,a
157,2489004.0,notevole
158,2511054.0,distanza
159,2547216.0,
160,2593521.0,I
161,2595726.0,cacciatori
162,2631226.0,una
163,2640267.0,volta
164,2653056.0,individuata
165,2682603.0,la
166,2687013.0,buca
167,2699361.0,d’
168,2702007.0,entrata
169,2737728.0,dovevano
170,2759337.0,scoprire
171,2786238.0,le
172,2793294.0,altre
173,2818431.0,
174,2853711.0,Quando
175,2869146.0,le
176,2873115.0,scovavano
177,2911702.0,si
178,2918979.0,disponevano
179,2947269.0,a
180,2948967.0,guardia
181,2969253.0,di
182,2973663.0,queste
183,2988657.0,uscite
184,3035403.0,mentre
185,3049515.0,uno
186,3060099.0,pigliava
187,3078621.0,dal
188,3087441.0,cestino
189,3106845.0,il
190,3114783.0,furetto
191,3145710.0,e
192,3149622.0,lo
193,3154473.0,faceva
194,3171672.0,penetrare
195,3199896.0,nel
196,3207834.0,labirinto
197,3229002.0,conigliesco
198,3270897.0,
199,3315438.0,Il
200,3321171.0,furetto
201,3337047.0,è
202,3339252.0,dotato
203,3356451.0,di
204,3360861.0,denti
205,3375855.0,micidiali
206,3408489.0,
207,3415545.0,nemico
208,3434508.0,giurato
209,3451266.0,del
210,3458763.0,coniglio
211,3486987.0,
212,3517416.0,Questi
213,3546522.0,
214,3552329.0,appena
215,3569454.0,lo
216,3574746.0,vede
217,3581802.0,entrare
218,3601206.0,nella
219,3612231.0,sua
220,3622815.0,tana
221,3640455.0,
222,3653685.0,scappa
223,3680153.0,attraverso
224,3706834.0,una
225,3715866.0,delle
226,3725568.0,uscite
227,3743649.0,di
228,3750705.0,sicurezza
229,3786426.0,
