TOKEN,BEGIN,ORT
0,0.0,
1,89523.0,Il
2,99666.0,cardellino
3,139797.0,
4,190512.0,Era
5,203301.0,una
6,210798.0,bellissima
7,238581.0,mattina
8,258867.0,di
9,266364.0,fine
10,277389.0,luglio
11,304290.0,e
12,308241.0,io
13,323694.0,
14,328986.0,nella
15,340893.0,casa
16,353682.0,in
17,360738.0,Toscana
18,392049.0,
19,396459.0,me
20,400428.0,ne
21,404838.0,stavo
22,419391.0,seduto
23,437472.0,sopra
24,450702.0,una
25,456435.0,sedia
26,474075.0,sdraio
27,498330.0,
28,536256.0,Mia
29,542871.0,
30,545076.0,figlia
31,572859.0,a
32,574182.0,un
33,579915.0,movimento
34,601083.0,che
35,609462.0,feci
36,621810.0,con
37,626661.0,le
38,634158.0,gambe
39,656649.0,
40,665469.0,mi
41,671202.0,disse
42,685755.0,di
43,693693.0,stare
44,706482.0,attento
45,732161.0,a
46,733824.0,dove
47,746172.0,mettevo
48,766899.0,i
49,770868.0,piedi
50,791595.0,
51,811440.0,Perché
52,831726.0,
53,859068.0,c’è
54,864801.0,un
55,870093.0,cardellino
56,898317.0,che
57,901404.0,se
58,909783.0,ne
59,913311.0,sta
60,925218.0,tra
61,931833.0,le
62,937125.0,tue
63,943299.0,scarpe
64,974169.0,
65,1003716.0,Mi
66,1008567.0,sporsi
67,1028853.0,per
68,1036350.0,poterlo
69,1053549.0,vedere
70,1101944.0,Stava
71,1118376.0,fermo
72,1135134.0,non
73,1141749.0,cercava
74,1163799.0,di
75,1166886.0,mangiare
76,1229949.0,Mi
77,1231598.0,mi
78,1232819.0,accorsi
79,1255968.0,che
80,1259496.0,volgeva
81,1281546.0,la
82,1285515.0,testina
83,1309329.0,guardare
84,1331379.0,attorno
85,1348578.0,a
86,1352106.0,sé
87,1368864.0,
88,1376361.0,non
89,1385622.0,sapendo
90,1413405.0,come
91,1423548.0,comportarsi
92,1525860.0,Mi
93,,
94,1530711.0,alzai
95,1547028.0,con
96,1556289.0,cautela
97,1581426.0,
98,1590246.0,perché
99,1603158.0,il
100,1609209.0,cardellino
101,1643166.0,
102,1648017.0,se
103,1655514.0,ne
104,1659042.0,stava
105,1673595.0,lì
106,1683517.0,sempre
107,1700055.0,fermo
108,1719900.0,ed
109,1722987.0,entrai
110,1738422.0,in
111,1742832.0,casa
112,1766646.0,
113,1808541.0,Dopo
114,1819125.0,pranzo
115,1851759.0,andai
116,1864989.0,a
117,1867194.0,dare
118,1875568.0,un
119,1880424.0,occhiata
120,1917027.0,Non
121,1924524.0,si
