token_id,sentence_ids,tokens_no_punct,lemma_no_punct,PoS,depparse,head,constituency,AoA(m+sd),Zipf_freq
1,0,l,il,DET,det,incantesimo,(ROOT (f3 (sn (DET L') (NOUN incantesimo) (spd (ADP di) (sn (DET la) (NOUN volpe) (PUNCT .)))))),,6.640107629
2,0,incantesimo,incantesimo,NOUN,root,ROOT,(ROOT (f3 (sn (DET L') (NOUN incantesimo) (spd (ADP di) (sn (DET la) (NOUN volpe) (PUNCT .)))))),,4.025979332
3,0,di,di,ADP,case,volpe,(ROOT (f3 (sn (DET L') (NOUN incantesimo) (spd (ADP di) (sn (DET la) (NOUN volpe) (PUNCT .)))))),,7.232814475
4,0,la,il,DET,det,volpe,(ROOT (f3 (sn (DET L') (NOUN incantesimo) (spd (ADP di) (sn (DET la) (NOUN volpe) (PUNCT .)))))),,7.055331658
5,0,volpe,volpe,NOUN,nmod,incantesimo,(ROOT (f3 (sn (DET L') (NOUN incantesimo) (spd (ADP di) (sn (DET la) (NOUN volpe) (PUNCT .)))))),4.32 ± 1.80,3.774122004
6,1,c’,ci,PRON,expl,stato,(ROOT (f (ibar (PRON C’) (AUX è) (VERB stato)) (compc (sn (DET un) (NOUN periodo) (spd (ADP di) (sn (DET la) (sa (DET mia)) (NOUN vita) (f2 (sp (ADP in) (DET il) (PRON quale)) (f (ibar (AUX ho) (VERB seguito)) (compt (sn (sa (DET mio)) (NOUN padre)) (fs (SCONJ quando) (f (ibar (VERB andava)) (compin (sp (ADP a) (sn (NOUN caccia))) (sq (DET coi) (sn (sa (DET suoi)) (NOUN amici) (PUNCT .))))))))))))))),,
7,1,è,essere,AUX,aux,stato,(ROOT (f (ibar (PRON C’) (AUX è) (VERB stato)) (compc (sn (DET un) (NOUN periodo) (spd (ADP di) (sn (DET la) (sa (DET mia)) (NOUN vita) (f2 (sp (ADP in) (DET il) (PRON quale)) (f (ibar (AUX ho) (VERB seguito)) (compt (sn (sa (DET mio)) (NOUN padre)) (fs (SCONJ quando) (f (ibar (VERB andava)) (compin (sp (ADP a) (sn (NOUN caccia))) (sq (DET coi) (sn (sa (DET suoi)) (NOUN amici) (PUNCT .))))))))))))))),,7.249521761
8,1,stato,essere,VERB,root,ROOT,(ROOT (f (ibar (PRON C’) (AUX è) (VERB stato)) (compc (sn (DET un) (NOUN periodo) (spd (ADP di) (sn (DET la) (sa (DET mia)) (NOUN vita) (f2 (sp (ADP in) (DET il) (PRON quale)) (f (ibar (AUX ho) (VERB seguito)) (compt (sn (sa (DET mio)) (NOUN padre)) (fs (SCONJ quando) (f (ibar (VERB andava)) (compin (sp (ADP a) (sn (NOUN caccia))) (sq (DET coi) (sn (sa (DET suoi)) (NOUN amici) (PUNCT .))))))))))))))),,6.123059474
9,1,un,uno,DET,det,periodo,(ROOT (f (ibar (PRON C’) (AUX è) (VERB stato)) (compc (sn (DET un) (NOUN periodo) (spd (ADP di) (sn (DET la) (sa (DET mia)) (NOUN vita) (f2 (sp (ADP in) (DET il) (PRON quale)) (f (ibar (AUX ho) (VERB seguito)) (compt (sn (sa (DET mio)) (NOUN padre)) (fs (SCONJ quando) (f (ibar (VERB andava)) (compin (sp (ADP a) (sn (NOUN caccia))) (sq (DET coi) (sn (sa (DET suoi)) (NOUN amici) (PUNCT .))))))))))))))),,7.065833912
10,1,periodo,periodo,NOUN,nsubj,stato,(ROOT (f (ibar (PRON C’) (AUX è) (VERB stato)) (compc (sn (DET un) (NOUN periodo) (spd (ADP di) (sn (DET la) (sa (DET mia)) (NOUN vita) (f2 (sp (ADP in) (DET il) (PRON quale)) (f (ibar (AUX ho) (VERB seguito)) (compt (sn (sa (DET mio)) (NOUN padre)) (fs (SCONJ quando) (f (ibar (VERB andava)) (compin (sp (ADP a) (sn (NOUN caccia))) (sq (DET coi) (sn (sa (DET suoi)) (NOUN amici) (PUNCT .))))))))))))))),,4.64424157
