TOKEN,BEGIN,ORT
0,0,
1,88641,Promosso
2,119511,pi√π
3,132300,due
4,145971,
5,198891,Aiuto
6,216972,aiuto
7,254457,grida
8,269010,fuggendo
9,294954,un
10,301644,povero
11,317961,Dieci
12,343980,
13,374409,Che
14,381465,c'√®
15,390726,Che
16,398223,ti
17,403074,succede
18,434385,
19,476280,Ma
20,481131,non
21,487305,vedete
22,515529,
23,532287,Sono
24,547281,inseguito
25,579915,da
26,585648,una
27,591381,Sottrazione
28,661089,Se
29,666351,mi
30,670761,raggiunge
31,690165,sar√†
32,701780,un
33,705600,disastro
34,739998,
35,770868,Eh
36,781377,via
37,797769,addirittura
38,831726,un
39,834813,disastro
40,869211,
41,895230,Ecco
42,911547,
43,924777,√®
44,928746,
45,931833,fatta
46,973728,la
47,978138,Sottrazione
48,1008567,acchiappato
49,1035909,il
50,1044729,Dieci
51,1068102,
52,1078245,gli
53,1086183,balza
54,1102500,addosso
55,1121904,menando
56,1140426,fendenti
57,1164681,con
58,1169532,la
59,1174824,sua
60,1181880,spada
61,1195992,affilatissima
62,1241856,
63,1272726,Il
64,1278459,povero
65,1291248,Dieci
66,1306242,perde
67,1320354,un
68,1325205,dito
69,1342404,
70,1349460,ne
71,1355634,perde
72,1368423,un
73,1373274,altro
74,1395324,
75,1425312,Per
76,1431927,sua
77,1439865,fortuna
78,1458828,passa
79,1474263,una
80,1478673,macchina
81,1496754,straniera
82,1529388,così
83,1543050,lunga
84,1609650,la
85,1611414,Sottrazione
86,1638756,si
87,1647576,volta
88,1659042,un
89,1664775,momento
90,1689912,guardare
91,1708875,se
92,1715931,√®
93,1717254,il
94,1722105,caso
95,1743273,di
96,1748124,accorciarla
97,1793106,
98,1818243,e
99,1819566,il
100,1828827,buon
101,1838088,Dieci
102,1853082,pu√≤
103,1859256,svignarsela
104,1899828,
105,1906443,scomparire
106,1943438,in
107,1950168,un
108,1955835,portone
109,2009196,Ma
110,2014047,intanto
111,2036979,non
112,2042271,√®
113,2048004,pi√π
114,2062557,un
115,2067408,Dieci
116,2089899,
117,2100042,√®
118,2101806,soltanto
119,2129148,un
120,2133999,Otto
121,2155608,
122,2169279,e
123,2173248,per
124,2182068,giunta
125,2195298,perde
126,2208528,sangue
127,2223963,dal
128,2231901,naso
129,2252628,
130,2302020,Poverino
131,2330244,che
132,2335536,ti
133,2339505,hanno
134,2349648,fatto
135,2396596,Ti
136,2398599,sei
137,2407419,picchiato
138,2426823,coi
139,2432556,tuoi
140,2440053,compagni
141,2466954,vero
142,2486358,
143,2511495,Misericordia
144,2557800,
145,2560446,si
146,2567943,salvi
147,2586024,chi
