TOKEN,BEGIN,ORT
0,0.0,
1,93933.0,Giacomo
2,118629.0,di
3,124803.0,cristallo
4,158760.0,
5,225351.0,Una
6,237258.0,volta
7,260631.0,
8,272979.0,in
9,276507.0,una
10,287973.0,città
11,299880.0,lontana
12,332514.0,
13,354564.0,venne
14,366912.0,al
15,375291.0,mondo
16,388842.0,un
17,394254.0,bambino
18,413217.0,trasparente
19,456876.0,
20,498771.0,Attraverso
21,522585.0,le
22,526995.0,sue
23,537124.0,membra
24,569772.0,si
25,579474.0,poteva
26,595350.0,vedere
27,616518.0,
28,626661.0,come
29,639450.0,attraverso
30,668556.0,l
31,671643.0,aria
32,688842.0,e
33,691488.0,l
34,698544.0,acqua
35,718389.0,
36,774837.0,Era
37,782334.0,di
38,787185.0,carne
39,810999.0,e
40,814086.0,d
41,817614.0,ossa
42,834813.0,
43,850248.0,e
44,857745.0,pareva
45,872298.0,di
46,879772.0,vetro
47,897876.0,
48,921690.0,e
49,923013.0,se
50,932715.0,cadeva
51,946827.0,non
52,953883.0,andava
53,977211.0,in
54,983871.0,pezzi
55,1031499.0,ma
56,1036350.0,al
57,1042524.0,più
58,1053549.0,si
59,1063692.0,faceva
60,1080009.0,sulla
61,1096767.0,fronte
62,1123668.0,
63,1135575.0,un
64,1143072.0,bernoccolo
65,1176588.0,trasparente
66,1280205.0,Si
67,1287376.0,vedeva
68,1304919.0,il
69,1311093.0,suo
70,1323000.0,cuore
71,1341522.0,battere
72,1397881.0,si
73,1405467.0,vedevano
74,1425312.0,i
75,1432368.0,suoi
76,1442952.0,pensieri
77,1471617.0,guizzare
78,1511831.0,come
79,1524978.0,pesci
80,1542618.0,colorati
81,1577016.0,
82,1582749.0,nella
83,1594656.0,loro
84,1606122.0,vasca
85,1632582.0,
86,1704465.0,Una
87,1715931.0,volta
88,1737099.0,per
89,1747242.0,sbaglio
90,1771497.0,
91,1790019.0,il
92,1795311.0,bambino
93,1812951.0,disse
94,1828386.0,una
95,1835001.0,bugia
96,1861461.0,
97,1887921.0,e
98,1889244.0,subito
99,1908207.0,la
100,1915263.0,gente
101,1937313.0,
102,1944810.0,poté
103,1956717.0,vedere
104,1970388.0,come
105,1982295.0,una
106,1992438.0,palla
107,2006550.0,di
108,2012724.0,
109,2015370.0,fuoco
110,2037861.0,
111,2047563.0,dietro
112,2067849.0,la
113,2072700.0,sua
114,2084607.0,fronte
115,2145906.0,ridisse
116,2167515.0,la
117,2172807.0,verità
118,2194416.0,
119,2218671.0,e
120,2219994.0,la
121,2226609.0,palla
122,2237193.0,di
123,2244690.0,fuoco
124,2256597.0,si
125,2263653.0,dissolse
126,2301579.0,
127,2341269.0,Per
128,2348766.0,tutto
129,2361996.0,il
130,2366847.0,resto
131,2382723.0,della
132,2392425.0,sua
133,2401686.0,vita
134,2430792.0,non
135,2440935.0,disse
136,2456811.0,più
137,2465631.0,bugie
138,2490327.0,
139,2554713.0,un
140,2561442.0,altra
141,2574999.0,volta
142,2599254.0,
143,2615130.0,un
144,2622186.0,amico
145,2636739.0,gli
146,2642031.0,confidò
147,2665845.0,un
148,2671137.0,segreto
149,2702007.0,
150,2729349.0,e
151,2730672.0,subito
152,2769105.0,tutti
153,2781828.0,videro
154,2797263.0,come
155,2808729.0,una
156,2819754.0,palla
157,2833425.0,nera
158,2848419.0,che
159,2855916.0,rotolava
160,2878407.0,senza
161,2894724.0,pace
162,2907954.0,nel
163,2918538.0,suo
164,2925153.0,petto
165,2952054.0,
166,2977191.0,e
167,2978514.0,il
168,2987334.0,segreto
169,3010707.0,non
170,3022173.0,fu
171,3027465.0,più
172,3036726.0,tale
173,3059658.0,
174,3114783.0,Il
175,3119634.0,bambino
176,3140361.0,crebbe
177,3163293.0,
178,3184461.0,diventò
179,3204747.0,un
180,3211362.0,giovanotto
181,3244878.0,
182,3262959.0,poi
183,3274425.0,un
184,3280158.0,uomo
185,3301326.0,
186,3332637.0,e
187,3334842.0,ognuno
188,3352041.0,poteva
189,3367035.0,leggere
190,3385557.0,nei
191,3394818.0,suoi
192,3402315.0,pensieri
193,3435390.0,
194,3442887.0,e
