TOKEN,BEGIN,ORT
130,3064068,E
131,3068919,cosa
132,3085236,c'era
133,3098025,dentro
134,3118752,prima
135,3133305,che
136,3141243,fosse
137,3157119,vuoto
138,3173877,Non
139,3200778,sarà
140,3221505,mica
141,3231648,stato
142,3244878,sempre
143,3260313,vuoto
144,3280599,fin
145,3285450,dal
146,3295593,primo
147,3309705,giorno
148,3371004,Giovanni
149,3390849,si
150,3395259,dimentica
151,3419073,di
152,3424806,cercare
153,3443769,la
154,3451266,mano
155,3494484,poi
156,3509478,si
157,3512565,dimentica
158,3538584,anche
159,3546522,del
160,3555342,barattolo
161,3591504,perché
162,3605175,visto
163,3622374,un
164,3625020,cane
165,3640014,zoppo
166,3684996,ed
167,3693375,ecco
168,3711456,per
169,3717189,raggiungere
170,3744090,il
171,3750264,cane
172,3769668,zoppo
173,3794364,prima
174,3812004,che
175,3815532,volti
176,3834054,l
177,3836259,angolo
178,3864483,perde
179,3882123,tutto
180,3894471,un
181,3902409,braccio
182,3961062,Ma
183,3970764,non
184,3978702,se
185,3983112,ne
186,3987081,accorge
187,4006485,nemmeno
188,4026330,e
189,4027653,continua
190,4058523,correre
191,4126878,Una
192,4136139,buona
193,4147605,donna
194,4162599,lo
195,4167891,chiama
196,4202289,Giovanni
197,4272408,il
198,4275495,tuo
199,4281669,braccio
200,4331943,Macché
201,4348701,non
202,4358844,sente
203,4420584,Pazienza
204,4466889,dice
205,4481442,la
206,4485852,buona
207,4499082,donna
208,4509666,Glielo
209,4526865,porterò
210,4564791,alla
211,4576698,sua
212,4584195,mamma
213,4635792,E
214,4641084,va
215,4654314,a
216,4662693,casa
217,4690476,della
218,4701501,mamma
219,4716054,di
220,4722228,Giovanni
221,4798521,Signora
222,4836006,ho
223,4843062,qui
224,4851882,il
225,4855410,braccio
226,4873491,del
227,4883193,suo
228,4891572,figliolo
229,4943169,Oh
230,4952430,quel
231,4962132,distratto
232,5004909,Io
233,5008437,non
234,5016816,so
235,5022108,più
236,5031369,cosa
237,5046804,fare
238,5056947,e
239,5060034,cosa
240,5076792,dire
241,5120010,Eh
242,5129271,si
243,5140296,sa
244,5153967,i
245,5157495,bambini
246,5176017,sono
247,5185719,tutti
248,5198067,così
249,5248782,Dopo
250,5261130,un
251,5265981,po
252,5273037,arriva
253,5288913,un
254,5294205,altra
255,5307876,brava
256,5320224,donna
257,5370057,Signora
258,5386815,ho
259,5397840,trovato
260,5418126,un
261,5423859,piede
262,5454729,Non
263,5463549,sarà
264,5473692,mica
265,5485158,del
266,5492655,suo
267,5501475,Giovanni
268,5562333,Ma
269,5572255,sì
270,5582619,che
271,5586588,è
272,5588352,suo
273,5617458,lo
274,5622309,riconosco
275,5647446,dalla
276,5656707,scarpa
277,5674347,col
278,5686254,buco
279,5732118,Oh
280,5742261,che
281,5749758,figlio
282,5761224,distratto
283,5788566,mi
284,5794299,è
285,5798268,toccato
286,5848101,Non
287,5854275,so
288,5862213,più
289,5870151,cosa
290,5883381,fare
291,5891760,e
292,5894406,cosa
293,5908959,dire
294,5953059,Eh
295,5962761,si
296,5972904,sa
297,5990544,i
298,5993631,bambini
299,6012153,sono
300,6024060,tutti
301,6035526,così
302,6106968,Dopo
303,6120639,un
304,6125931,altro
305,6137397,po
306,6146658,arriva
307,6162534,una
308,6169590,vecchietta
309,6224274,poi
310,6238386,il
311,6240150,garzone
312,6260436,del
313,6270138,fornaio
314,6316884,poi
315,6329232,un
316,6335847,tranviere
317,6393177,e
318,6401115,perfino
319,6424047,una
320,6428457,maestra
321,6452712,in
322,6458445,pensione
323,6511806,e
324,6518421,tutti
325,6532092,portano
326,6551496,qualche
327,6567372,pezzetto
328,6589422,di
329,6594714,Giovanni
330,6635286,una
331,6646311,gamba
332,6674976,un
333,6682914,orecchio
334,6716430,il
335,6721722,naso
336,6795369,Ma
337,6802866,ci
338,6809481,può
339,6814773,essere
340,6834618,un
341,6837264,ragazzo
342,6859314,più
343,6868134,distratto
344,6891066,del
345,6899004,mio
346,6949278,Eh
347,6959421,signora
348,6994260,i
349,6997347,bambini
350,7016751,sono
351,7024689,tutti
352,7036155,così
353,7055118,Finalmente
354,7119063,arriva
355,7131411,Giovanni
356,7163163,saltellando
357,7195356,su
358,7204617,una
359,7209468,gamba
360,7224903,sola
361,7252686,senza
362,7268562,più
363,7275618,orecchie
364,7304724,né
365,7312662,braccia
366,7347942,ma
367,7349706,allegro
368,7376607,come
369,7386750,sempre
370,7439670,allegro
371,7466130,come
372,7478919,un
373,7485975,passero
374,7538454,e
375,7542423,la
376,7547715,sua
377,7555653,mamma
378,7567560,scuote
379,7583877,la
380,7590492,testa
381,7626213,lo
382,7631064,rimette
383,7646940,a
384,7651791,posto
385,7669872,e
386,7671195,gli
387,7676487,dà
388,7683102,un
389,7685307,bacio
390,7741314,Manca
391,7753221,niente
392,7771302,mamma
393,7800408,Sono
394,7811433,stato
395,7824222,bravo
396,7838334,mamma
397,7885521,Sì
398,7898751,Giovanni
399,7931385,sei
400,7939323,stato
401,7954758,proprio
402,7975044,bravo
