TOKEN,BEGIN,ORT
185,4202289,Non
186,4209345,aveva
187,4221252,detto
188,4237569,proprio
189,4254327,cosi
190,4284756,ma
191,4289166,nessuno
192,4313862,se
193,4320918,ne
194,4326210,ricordava
195,4403385,Un
196,4411323,gabbiano
197,4452380,spedito
198,4473063,al
199,4479237,Sud
200,4493349,per
201,4501287,raccogliere
202,4528249,informazioni
203,4593989,tornò
204,4608450,con
205,4613742,la
206,4620357,notizia
207,4659606,che
208,4667332,il
209,4675923,piccolo
210,4696650,essere
211,4717377,profumato
212,4757508,si
213,4768974,chiamava
214,4790583,viola
215,4839975,e
216,4848354,che
217,4855268,in
218,4863789,certi
219,4882311,paesi
220,4906566,laggiù
221,4936113,ce
222,4945374,n'erano
223,4959927,milioni
224,5019462,Ne
225,5026077,sappiamo
226,5045481,quanto
227,5062680,prima
228,5090463,osservò
229,5113395,la
230,5122215,foca
231,5171390,Com'è
232,5181750,che
233,5191011,proprio
234,5209533,questa
235,5224968,viola
236,5244372,è
237,5252310,arrivata
238,5271273,proprio
239,5290236,qui
240,5332131,Vi
241,5338746,dirò
242,5351976,tutto
243,5364324,il
244,5368734,mio
245,5377113,pensiero
246,5420331,mi
247,5427387,sento
248,5443263,alquanto
249,5468400,perplessa
250,5547339,Come
251,5561742,ha
252,5564097,detto
253,5577768,che
254,5582178,si
255,5594526,sente
256,5630247,domandò
257,5649210,l
258,5653179,orso
259,5664204,bianco
260,5679912,a
261,5680962,sua
262,5691546,moglie
263,5743584,Perplessa
264,5791212,Cioè
265,5800914,non
266,5809734,sa
267,5816349,che
268,5824287,pesci
269,5838840,pigliare
270,5896170,Ecco
271,5930127,esclamò
272,5952177,l
273,5953941,orso
274,5966730,bianco
275,6000687,proprio
276,6017445,quello
277,6030234,che
278,6037290,penso
279,6051913,anch'io
280,6122844,Quella
281,6135192,notte
282,6149745,corse
283,6173559,per
284,6180615,tutto
285,6196491,il
286,6204870,Polo
287,6231771,un
288,6243237,pauroso
289,6271020,scricchiolio
290,6353487,I
291,6359220,ghiacci
292,6376419,eterni
293,6394500,tremavano
294,6423606,come
295,6439041,vetri
296,6461091,e
297,6469029,in
298,6475644,più
299,6485346,punti
300,6502545,si
301,6510483,spaccarono
302,6585894,La
303,6592068,violetta
304,6627789,mandò
305,6644988,un
306,6654249,profumo
307,6678504,più
308,6685119,intenso
309,6741126,come
310,6751269,se
311,6760530,avesse
312,6776847,deciso
313,6805512,di
314,6812127,sciogliere
315,6833295,in
316,6842115,una
317,6847407,sola
318,6861960,volta
319,6893253,l
320,6894594,immenso
321,6927228,deserto
322,6955893,gelato
323,7007931,per
324,7015869,trasformarlo
325,7052472,in
326,7057323,un
327,7063056,mare
328,7080696,azzurro
329,7105392,e
330,7113330,caldo
331,7162281,o
332,7167132,in
333,7175511,un
334,7183890,prato
335,7203735,di
336,7208145,velluto
337,7228431,verde
338,7314867,Lo
339,7319197,sforzo
340,7340886,la
341,7346561,esaurì
342,7408800,All'alba
343,7436142,fu
344,7442757,vista
345,7458359,appassire
346,7519050,piegarsi
347,7548597,sullo
348,7558740,stelo
349,7607250,perdere
350,7627928,il
351,7634592,colore
352,7663257,e
353,7664580,la
354,7670754,vita
355,7726518,Tradotto
356,7749252,nelle
357,7758072,nostre
358,7777035,parole
359,7810551,e
360,7812315,nella
361,7823340,nostra
362,7841862,lingua
363,7887285,il
364,7893900,suo
365,7900515,ultimo
366,7919037,pensiero
367,7966224,dev'essere
368,7987833,stato
369,8005914,pressappoco
370,8038989,questo
371,8100288,Ecco
372,8141301,io
373,8154531,muoio
374,8204805,Ma
375,8210097,bisognava
376,8233470,pure
377,8247582,che
378,8251992,qualcuno
379,8279775,cominciasse
380,8359155,Un
381,8367975,giorno
382,8381646,le
383,8388261,viole
384,8416044,giungeranno
385,8448678,qui
386,8457057,a
387,8462349,milioni
388,8514828,I
389,8518356,ghiacci
390,8536878,si
391,8545698,scioglieranno
392,8595531,e
393,8598177,qui
394,8610084,ci
395,8612289,saranno
396,8636985,isole
397,8668296,case
398,8703135,e
399,8706663,bambini
