token_id,sentence_ids,tokens_no_punct,lemma_no_punct,PoS,depparse,head,constituency,AoA(m+sd),Zipf_freq
1,0,racconto,raccontare,NOUN,root,ROOT,(ROOT (f3 (sn (NOUN Racconto) (sp (ADP per) (sn (NOUN bambini) (sa (ADJ cattivi)) (PUNCT .)))))),4.80 ± 1.53,4.122635297
2,0,per,per,ADP,case,bambini,(ROOT (f3 (sn (NOUN Racconto) (sp (ADP per) (sn (NOUN bambini) (sa (ADJ cattivi)) (PUNCT .)))))),,6.912435835
3,0,bambini,bambino,NOUN,nmod,Racconto,(ROOT (f3 (sn (NOUN Racconto) (sp (ADP per) (sn (NOUN bambini) (sa (ADJ cattivi)) (PUNCT .)))))),3.20 ± 1.12,5.274801932
4,0,cattivi,cattivo,ADJ,amod,bambini,(ROOT (f3 (sn (NOUN Racconto) (sp (ADP per) (sn (NOUN bambini) (sa (ADJ cattivi)) (PUNCT .)))))),3.48 ± 1.26,4.272810369
5,1,questa,questo,PRON,nsubj,storia,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),,6.209842069
6,1,è,essere,AUX,cop,storia,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),,7.249521761
7,1,la,il,DET,det,storia,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),,7.055331658
8,1,storia,storia,NOUN,root,ROOT,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),5.20 ± 1.41,5.43885969
9,1,di,di,ADP,case,famiglia,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),,7.232814475
10,1,una,uno,DET,det,famiglia,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),,6.801817508
11,1,famiglia,famiglia,NOUN,nmod,storia,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),3.60 ± 1.73,5.477951945
12,1,che,che,PRON,nsubj,aveva,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),,7.250456545
13,1,non,non,ADV,advmod,aveva,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),,7.259198169
14,1,aveva,avere,VERB,acl:relcl,famiglia,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),,5.632280537
15,1,un,uno,DET,det,soldo,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),,7.065833912
16,1,soldo,soldo,NOUN,obj,aveva,(ROOT (f (sn (PRON Questa)) (ibar (AUX è)) (compc (sn (DET la) (NOUN storia) (spd (ADP di) (sn (DET una) (NOUN famiglia) (f2 (PRON che) (f (ibar (ADV non) (VERB aveva)) (compc (sn (DET un) (NOUN soldo))))))))) (PUNCT .))),,3.957336077
17,2,erano,essere,AUX,cop,persone,"(ROOT (fc (f (ibar (AUX Erano)) (compc (spd (ADP di) (sn (DET le) (sa (ADJ brave)) (NOUN persone))))) (PUNCT ,) (f (ibar (VERB stringevano)) (compt (sn (DET i) (NOUN denti)))) (CCONJ e) (f (ibar (VERB andavano)) (compin (savv (ADV avanti)))) (PUNCT .)))",,5.476165392
18,2,di,di,ADP,case,persone,"(ROOT (fc (f (ibar (AUX Erano)) (compc (spd (ADP di) (sn (DET le) (sa (ADJ brave)) (NOUN persone))))) (PUNCT ,) (f (ibar (VERB stringevano)) (compt (sn (DET i) (NOUN denti)))) (CCONJ e) (f (ibar (VERB andavano)) (compin (savv (ADV avanti)))) (PUNCT .)))",,7.232814475
