TOKEN,BEGIN,ORT
0,89964,Il
1,100989,contadino
2,134505,astrologo
3,236817,Un
4,245196,Re
5,270774,aveva
6,287532,perduto
7,321489,un
8,327663,anello
9,345744,prezioso
10,404397,Cerca
11,419391,qua
12,430416,cerca
13,447615,là
14,460845,non
15,469665,si
16,477603,trova
17,516411,Mise
18,544635,fuori
19,556542,un
20,564480,bando
21,597996,che
22,602847,se
23,612108,un
24,616959,astrologo
25,650475,gli
26,659295,sa
27,665910,dire
28,679140,dov'è
29,700749,lo
30,709128,fa
31,715302,ricco
32,734706,per
33,743085,tutta
34,754110,la
35,761166,vita
36,822465,C'era
37,836577,un
38,838782,contadino
39,864801,senza
40,882441,un
41,889056,soldo
42,925218,che
43,930951,non
44,938448,sapeva
45,953442,né
46,959175,leggere
47,977697,né
48,984753,scrivere
49,1009008,e
50,1010772,si
51,1027530,chiamava
52,1050903,Gàmbara
53,1078686,Sarà
54,1120140,tanto
55,1132488,difficile
56,1160712,far
57,1167327,l
58,1169973,astrologo
59,1207899,si
60,1218924,disse
61,1262583,Mi
62,1267434,ci
63,1271844,voglio
64,1283310,provare
65,1329615,E
66,1335789,andò
67,1347696,dal
68,1356957,Re
69,1389591,che
70,1395324,lo
71,1401057,prese
72,1414287,in
73,1421343,parola
74,1440306,e
75,1454859,lo
76,1461915,chiuse
77,1479555,a
78,1482642,studiare
79,1509543,in
80,1515717,una
81,1521009,stanza
82,1579662,Dove
83,1591128,c'era
84,1607445,solo
85,1625967,un
86,1633905,letto
87,1660365,e
88,1671390,un
89,1681533,tavolo
90,1709757,con
91,1719018,un
92,1725192,gran
93,1737981,libraccio
94,1760031,d
95,1761795,astrologia
96,1821771,e
97,1832355,penna
98,1850877,carta
99,1880865,e
100,1882188,calamaio
101,1963332,Gàmbara
102,1982295,si
103,1990233,sedette
104,2005668,al
105,2014929,tavolo
106,2046240,e
107,2048445,cominciò
108,2074464,a
109,2077551,scartabellare
110,2116800,il
111,2126061,libro
112,2137527,senza
113,2154726,capirci
114,2176776,niente
115,2204118,e
116,2208969,a
117,2216025,farci
118,2234988,dei
119,2244249,segni
120,2258361,con
121,2267181,la
122,2273355,penna
123,2330244,Siccome
124,2358909,non
125,2366847,sapeva
126,2384487,scrivere
127,2424618,venivano
128,2447550,fuori
129,2459016,dei
130,2469159,segni
131,2481948,ben
132,2489886,strani
133,2541924,e
134,2545452,i
135,2553831,servi
136,2572353,che
137,2575881,entravano
138,2603223,due
139,2611161,volte
140,2623068,al
141,2631888,giorno
142,2650410,a
143,2658348,portargli
144,2680398,da
145,2684808,mangiare
146,2721411,si
147,2730231,fecero
148,2746989,l
149,2749194,idea
150,2768157,che
151,2784033,fosse
152,2797704,un
153,2802114,astrologo
154,2826810,sapiente
155,2892519,Questi
156,2921625,servi
157,2939265,erano
158,2949408,stati
159,2966607,loro
160,2988216,a
161,2989980,rubare
162,3008502,l
163,3011148,anello
164,3042900,e
165,3047751,con
166,3054807,la
167,3059658,coscienza
168,3083031,sporca
169,3103317,che
170,3108609,avevano
171,3148740,le
172,3153591,occhiatacce
173,3188871,che
174,3194163,rivolgeva
175,3219741,loro
176,3231648,Gàmbara
177,3258990,ogni
178,3266046,volta
179,3279717,che
180,3282804,entravano
181,3329550,per
182,3337929,darsi
183,3352482,aria
184,3364830,d
185,3366594,uomo
186,3377178,d
187,3378942,autorità
188,3429216,parevano
189,3449061,loro
190,3473316,occhiate
191,3490956,di
192,3498012,sospetto
193,3561516,Cominciarono
194,3589299,ad
195,3594150,aver
196,3605175,paura
197,3621492,d
198,3623256,essere
199,3638250,scoperti
200,3669120,e
201,3670443,non
202,3673971,la
203,3681027,finivano
204,3700872,più
205,3709692,con
206,3715425,le
207,3721158,riverenze
208,3799656,Gàmbara
209,3825675,che
210,3833613,astrologo
211,3856986,non
212,3859632,era
213,3874185,ma
214,3878154,contadino
215,3920931,e
216,3924018,perciò
217,3938130,malizioso
218,3974733,subito
219,4007808,aveva
220,4021479,pensato
221,4047057,che
222,4050585,i
223,4054995,servi
224,4083660,dovessero
225,4105269,saperne
226,4125555,qualcosa
227,4165686,E
228,4172742,pensò
229,4188618,di
230,4193469,farli
231,4206258,cascare
232,4225662,in
233,4231395,un
234,4233600,inganno
235,4298868,Un
236,4308570,giorno
237,4336353,all'ora
238,4351347,in
239,4354434,cui
240,4362372,gli
241,4367664,portavano
