TOKEN,BEGIN,ORT
309,5517792,
310,5541165,e
311,5550893,poi
312,5557085,ne
313,5562774,mangeremo
314,5594085,
315,5604228,una
316,5616576,io
317,5641272,e
318,5643036,una
319,5654943,tu
320,5665086,
321,5692428,perché
322,5703894,noi
323,5714037,abbiamo
324,5729913,ragionato
325,5766516,e
326,5767839,quindi
327,5785479,ce
328,5789007,la
329,5793417,meritiamo
330,5826051,
331,5858685,È
332,5860890,la
333,5866623,soluzione
334,5893524,migliore
335,5919984,
336,5940270,disse
337,5957910,Cappello
338,5976432,Rosso
339,5996277,
340,6020532,Anche
341,6029352,perché
342,6042582,lui
343,6050520,non
344,6056253,ha
345,6061104,fatto
346,6075657,nulla
347,6093297,
348,6137397,Allora
349,6148422,si
350,6155478,alzarono
351,6185466,
352,6196050,e
353,6197373,guardarono
354,6226038,il
355,6230889,ramo
356,6251175,
357,6268815,La
358,6275430,mela
359,6286455,non
360,6295275,c’era
361,6308505,più
362,6318207,
363,6354810,Dov’è
364,6366717,la
365,6374655,mela
366,6392736,
367,6404202,dissero
368,6424488,insieme
369,6456240,
370,6493284,Era
371,6501222,quello
372,6512688,che
373,6518862,volevo
374,6533415,dirvi
375,6556347,
376,6572664,disse
377,6590745,Cappello
378,6613236,Azzurro
379,6639255,
380,6672330,Mentre
381,6685560,voi
382,6694380,eravate
383,6710697,seduti
384,6737598,
385,6751710,io
386,6757002,ho
387,6758766,allungato
388,6778611,la
389,6783462,mano
390,6794928,e
391,6797574,l’
392,6800661,ho
393,6804189,presa
394,6828444,
395,6853140,Volevo
396,6868575,chiedervi
397,6887538,di
398,6891507,mordere
399,6908265,voi
400,6922377,per
401,6930315,primi
402,6948837,
403,6961626,ma
404,6966918,mi
405,6971328,avete
406,6984117,fatto
407,6996465,stare
408,7014987,zitto
409,7035714,
410,7078491,Allora
411,7091721,ho
412,7094367,dato
413,7101864,un
414,7108038,morso
415,7134498,
416,7153461,e
417,7155666,poi
418,7165368,volevo
419,7179480,darvi
420,7191889,la
421,7197120,vostra
422,7212114,parte
423,7239015,
424,7248717,ma
425,7255773,mi
426,7260183,avete
427,7273413,detto
428,7287084,di
429,7292817,non
430,7299432,disturbare
431,7332066,
432,7351029,Così
433,7362936,l’
434,7364700,ho
435,7368228,finita
436,7391601,io
437,7396452,
438,7430409,E
439,7433055,consegnò
440,7454223,loro
441,7464807,il
442,7469217,torsolo
443,7495677,e
444,7497882,se
445,7506702,ne
446,7511553,andò
447,7525224,
448,7537131,con
449,7544628,il
450,7550802,buon
451,7561827,sapore
452,7585641,di
453,7589610,mela
454,7600194,fresca
455,7617834,in
456,7624449,bocca
457,7645617,
