,word,surprisal_bits
0,fatto,8.17380844066705
1,è,31.947471770843002
2,Il,9.081502602974403
3,fatto,1.5459625395474894
4,è,0.6286431102106239
5,che,0.21279499382580744
6,la,3.812691986110148
7,paperetta,25.711526691845492
8,non,4.054460725144162
9,si,4.677339234871841
10,era,7.151744439674724
11,ancora,3.5168009947802115
12,decisa,7.575457408674822
13,a,2.7431636971847504
14,tuffarsi,13.106978167561905
15,nello,6.33498369625397
16,stagno,7.533115559504207
17,Così,12.87565864293986
18,l',5.419495968140119
19,anatra,16.02164062092343
20,sul,9.2305001165147
21,bordo,5.985562416912381
22,dello,5.636458961509587
23,specchio,4.135998731814125
24,d',2.2658550867656717
25,acqua,0.4633687125126711
26,le,6.340182387824251
27,spiegò,23.025719036740842
28,con,4.904377315894154
29,pazienza,10.487444865382658
30,i,5.858130151929075
31,vantaggi,7.70466178289262
32,del,3.161204162411441
33,nuoto,8.873465853150016
34,Ma,6.577744775183462
35,non,3.942924128649501
36,le,5.8054367314965205
37,riuscì,8.062569374158382
38,affatto,7.290788973244288
39,di,4.746142270210714
40,convincerla,8.746883870392576
41,e,8.486073900185636
42,vedendo,7.442724638391924
43,che,2.1530494302902943
44,con,8.887738693345122
45,le,3.6060730612594747
46,buone,8.098690546353797
47,non,4.947411158758347
48,otteneva,10.14632515635147
49,nulla,4.871537357698888
50,decise,3.306697701423058
51,senz',15.237068494403463
52,altro,0.019025130640854152
53,di,0.1623936291769646
54,spingerla,12.510394278805125
55,in,4.4479811078893885
56,acqua,4.637582693402488
57,Senza,10.201699904549049
58,alcun,6.847465854462208
59,successo,16.578316472993283
60,A,22.14938556685302
61,quel,3.1331235231091648
62,punto,1.7942754710463518
63,l',4.198267114350815
64,anatra,1.9468039732818134
65,indispettita,22.185140244019443
66,chiamò,10.536174128708488
67,in,5.883666823859787
68,aiuto,2.0363053711101586
69,il,2.1298904185077596
70,gatto,9.57837492785973
71,Il,5.098080343665029
72,gatto,3.376302519880254
73,spinse,11.755589296457456
74,l',3.366846569770515
75,anatra,2.735532946379703
76,che,3.2852088131630515
77,spingeva,17.708947618030475
78,la,3.289943495541305
79,paperetta,4.954653827856542
80,che,4.543116750867169
81,nemmeno,11.887220689844229
82,si,5.542913814086986
83,mosse,11.719080131401695
84,Chiamarono,39.1991126772367
85,allora,6.649316387235926
86,il,4.307272470190076
87,cane,8.565407089271536
88,che,5.125702477220106
89,spinse,12.76865103757302
90,il,3.039820871224281
91,gatto,8.715808153225524
92,che,4.883614882351392
93,spingeva,19.886571305337256
94,l',3.9918552566117804
95,anatra,3.628048531434435
96,che,4.785757097975755
97,spingeva,15.401831657548353
98,la,3.5760232206048195
99,paperetta,10.910040189002752
100,che,8.237852028125948
101,sembrava,8.424238569963817
102,incollata,23.801715076392885
103,a,5.001055643250172
104,terra,10.792200788442646
105,Infine,19.640884027594655
106,arrivò,16.010217189287822
107,anche,7.594908646487406
108,il,4.353574671351267
109,tacchino,24.652154838366805
110,che,7.071094207448516
111,spinse,12.48152393816575
112,il,2.332982495137189
113,cane,9.182085796418262
114,che,4.576354461938217
115,spingeva,17.72936608627151
116,il,2.9600429350032478
117,gatto,11.439646847863424
118,che,4.420464571681943
119,spingeva,15.399621680484767
120,l',4.243478945505535
121,anatra,11.659728832597613
122,che,4.346213813894339
123,spingeva,15.555905067046213
124,la,4.16563994169033
125,paperetta,12.696699644831789
126,che,4.467112457971368
127,non,3.5402253757930278
128,si,3.1912343970438974
129,spostava,13.02483433050645
130,di,8.541995091009582
131,un,8.261620030475187
132,millimetro,22.332793197195294
133,E,4.807794266926712
134,proprio,11.136731053176346
135,quando,6.642491427719086
136,sembrò,20.51196110573283
137,che,8.388357485549008
138,la,4.160028491757978
139,sua,1.740486268528283
140,resistenza,12.467591967584656
141,potesse,17.375202213349727
