word,semantic_dissimilarity
e,0.25407397747039795
confessargli,0.35822877287864685
il,0.2997949719429016
furto,0.3058258891105652
Noi,0.28777605295181274
siamo,0.2999536991119385
povera,0.3791019916534424
gente,0.3108575642108917
gli,0.2912466526031494
fecero,0.3652501702308655
e,0.21936160326004028
se,0.23534035682678223
dite,0.40303999185562134
al,0.32625579833984375
Re,0.3473752737045288
quel,0.3634772300720215
che,0.27063077688217163
avete,0.24651092290878296
scoperto,0.21662738919258118
siamo,0.23328572511672974
perduti,0.34956908226013184
Io,0.2758120894432068
non,0.195778489112854
vi,0.21128517389297485
tradirò,0.2955192029476166
però,0.30083680152893066
voi,0.15810072422027588
fate,0.24628502130508423
quel,0.4478580355644226
che,0.2854650616645813
vi,0.20765864849090576
dico,0.2727015018463135
Prendete,0.39307332038879395
l',0.5305175185203552
anello,0.3743551969528198
e,0.22386187314987183
fatelo,0.32354941964149475
inghiottire,0.45662933588027954
a,0.23563343286514282
quel,0.25856339931488037
tacchino,0.39300987124443054
che,0.23938298225402832
c',
è,0.032978594303131104
laggiù,0.708901584148407
in,0.3615650534629822
cortile,0.32097673416137695
Poi,0.29576313495635986
lasciate,0.34174472093582153
fare,0.2509092688560486
a,0.27773457765579224
me,0.17597240209579468
Il,0.29201656579971313
giorno,0.3341527581214905
dopo,0.2529106140136719
Gàmbara,0.4239075481891632
si,0.25271570682525635
presentò,0.3923015594482422
al,0.2817079424858093
Re,0.2497349977493286
e,0.2204015851020813
gli,0.2518242597579956
disse,0.2978101372718811
che,0.20561295747756958
dopo,0.2400781512260437
lunghi,0.22464680671691895
studi,0.2815369963645935
era,0.23188000917434692
riuscito,0.2149861454963684
a,0.25559574365615845
sapere,0.2050718069076538
dov',0.6606758236885071
era,0.35836106538772583
l',0.44117534160614014
anello,0.2966042459011078
E,0.34782874584198
dov',0.5904611945152283
è,0.26712027192115784
L',0.4326983094215393
ha,0.24142909049987793
inghiottito,0.43439915776252747
un,0.24023741483688354
tacchino,0.30670076608657837
Fu,0.35735803842544556
sventrato,0.38251715898513794
il,0.19787228107452393
tacchino,0.2897721529006958
e,0.21843785047531128
si,0.23533880710601807
trovò,0.302219033241272
l',0.4146195650100708
anello,0.26090314984321594
Il,0.24514180421829224
Re,0.27721869945526123
colmò,0.2719438672065735
di,0.22832763195037842
ricchezze,0.33326059579849243
l',0.3298823833465576
astrologo,0.33920201659202576
e,0.18085020780563354
diede,0.32832032442092896
un,0.23242515325546265
pranzo,0.2382248044013977
in,0.33839666843414307
suo,0.2682376503944397
onore,0.2577139735221863
Tra,0.3989289402961731
le,0.32358014583587646
tante,0.2568230628967285
pietanze,0.3504483103752136
fu,0.23342645168304443
portato,0.2636913061141968
in,0.35404306650161743
tavola,0.23874568939208984
un,0.1462688446044922
piatto,0.2005782127380371
di,0.225724995136261
gamberi,0.25684913992881775
Bisogna,0.3798181414604187
sapere,0.30303680896759033
che,0.20116764307022095
in,0.22889870405197144
quel,0.2665446400642395
paese,0.26498836278915405
era,0.23945820331573486
la,0.28888607025146484
prima,0.2686334252357483
volta,0.2692556381225586
che,0.24328356981277466
se,0.30877846479415894
ne,0.3017449378967285
vedevano,0.27989813685417175
regalo,0.40939223766326904
d',0.6138966083526611
un,0.28650838136672974
Re,0.2687910199165344
d',0.5549056529998779
altro,0.3284459710121155
paese,0.2606334388256073
Tu,0.3431243896484375
che,0.2663190960884094
sei,0.3313044309616089
astrologo,0.35321304202079773
disse,0.4166151285171509
il,0.26320022344589233
Re,0.2782997488975525
al,0.22182369232177734
contadino,0.2938990890979767
dovresti,0.3456684350967407
sapermi,0.35585224628448486
dire,0.2637937664985657
come,0.2735743522644043
si,0.286831796169281
chiamano,0.29885852336883545
questi,0.2058708667755127
che,0.2339913249015808
sono,0.23072195053100586
qui,0.29888832569122314
nel,0.2686721682548523
piatto,0.24424022436141968
Il,0.24583595991134644
poveretto,0.3884024918079376
di,0.24887937307357788
bestie,0.2921333909034729
così,0.23459750413894653
non,0.23922067880630493
ne,0.3504868149757385
aveva,0.3430085778236389
mai,0.29666513204574585
viste,0.2631756365299225
E,0.3003108501434326
disse,0.33511030673980713
tra,0.30831974744796753
sé,0.32826825976371765
a,0.29289889335632324
mezza,0.4000065326690674
voce,0.286018043756485
Ah,0.33440709114074707
Gàmbara,0.41896289587020874
Gàmbara,0.365023672580719
Sei,0.2943442463874817
finito,0.364957332611084
male,0.26306667923927307
Bravo,0.26687517762184143
disse,0.43739068508148193
il,0.3378220200538635
Re,0.26464465260505676
Hai,0.2510324716567993
indovinato,0.37596842646598816
quello,0.2909749746322632
è,0.235873281955719
il,0.25940948724746704
nome,0.2600361108779907
gamberi,0.3178420066833496
Sei,0.3503846526145935
il,0.2840731739997864
più,0.31787723302841187
grande,0.2235599160194397
astrologo,0.34941670298576355
del,0.41523706912994385
mondo,0.24555525183677673
