TOKEN,BEGIN,ORT
0,0,
1,90405,Le
2,100548,posate
3,125685,sposate
4,160524,
5,227115,C’era
6,244755,una
7,254457,volta
8,276948,
9,292383,una
10,304069,forchetta
11,328986,molto
12,344862,lucida
13,370440,
14,386316,con
15,394695,i
16,400428,denti
17,414981,d’
18,416304,argento
19,449379,
20,512442,Tutti
21,528759,la
22,537579,ammiravano
23,567126,e
24,571095,la
25,577710,volevano
26,596673,in
27,602406,sposa
28,632394,
29,677817,Arrivò
30,695016,il
31,702072,cavatappi
32,736911,
33,754551,e
34,762048,facendo
35,782775,un
36,794241,giro
37,807912,di
38,812763,danza
39,833049,girondina
40,863919,disse
41,890379,
42,920367,Bella
43,935140,forchetta
44,959175,lucente
45,992250,
46,1011213,guardami
47,1034586,un
48,1043406,po'
49,1052226,
50,1086183,io
51,1101177,giro
52,1117494,brillo
53,1142631,
54,1159830,tiro
55,1177470,
56,1185849,strappo
57,1212309,e
58,1214514,stappo
59,1242738,
60,1264347,Non
61,1274049,sono
62,1292130,un
63,1300509,tipo
64,1311534,bello
65,1326087,e
66,1327410,interessante
67,1379889,
68,1416492,Sposami
69,1449126,forchetta
70,1480878,
71,1502487,e
72,1506456,stapperemo
73,1533357,insieme
74,1558494,una
75,1565109,bottiglia
76,1585395,di
77,1588482,spumante
78,1620675,
79,1678446,La
80,1687266,forchetta
81,1710198,rispose
82,1742391,
83,1776789,Bello
84,1795311,mio
85,1806336,
86,1827063,tu
87,1832796,stappi
88,1864989,
89,1870722,strappi
90,1905120,
91,1915263,ma
92,1921878,non
93,1931139,mi
94,1937754,acchiappi
95,1967301,
96,2017134,E
97,2023308,il
98,2032128,cavatappi
99,2059911,deluso
100,2085048,
101,2101806,se
102,2111949,ne
103,2117241,andò
104,2130471,nel
105,2137968,cassetto
106,2173248,
107,2236311,Ed
108,2243808,ecco
109,2256156,il
110,2263212,coltello
111,2300256,
112,2333772,lama
113,2351412,luccicante
114,2388015,ed
115,2391984,affilata
116,2426823,
117,2441817,che
118,2447550,si
119,2459898,fece
120,2472687,avanti
121,2501793,
122,2533545,e
123,2537514,mostrandosi
124,2576322,di
125,2582055,qua
126,2591757,e
127,2595285,di
128,2603223,là
129,2613807,disse
130,2641149,
131,2666727,Forchetta
132,2693187,deliziosa
133,2736405,
134,2745225,guardami
135,2768157,un
136,2776095,po'
137,2784915,
138,2810934,io
139,2820636,taglio
140,2844009,sego
141,2870910,
142,2879289,spello
143,2911041,buco
144,2937501,
145,2948085,divido
146,2968812,e
147,2971017,spartisco
148,3013794,
149,3048633,Se
150,3057453,mi
151,3066273,sposi
152,3096702,
153,3109932,sarò
154,3131541,come
155,3142566,una
156,3152268,spada
157,3171672,al
158,3178728,tuo
159,3191076,fianco
160,3217095,
161,3265164,E
162,3270456,la
