TOKEN,BEGIN,ORT
0,89082,L’
1,96138,ombrellino
2,127449,asciutto
3,249165,C’era
4,264159,una
5,271656,volta
6,309582,in
7,315756,un
8,322371,paese
9,340452,molto
10,355064,asciutto
11,399546,un
12,407043,ombrellino
13,434706,azzurro
14,519498,Come
15,530964,era
16,536697,finito
17,557424,in
18,564480,quel
19,571977,paese
20,589617,asciutto
21,658413,Chissà
22,724563,forse
23,740439,uno
24,748818,scherzo
25,796446,uno
26,807030,sbaglio
27,874062,ma
28,879795,l’
29,881559,ombrellino
30,904932,era
31,915516,là
32,954765,e
33,960057,restava
34,986076,sempre
35,1006803,chiuso
36,1056195,perché
37,1069654,in
38,1074276,quel
39,1084860,paese
40,1103823,non
41,1108674,pioveva
42,1134252,quasi
43,1154097,mai
44,1191582,e
45,1192905,se
46,1204371,pioveva
47,1272726,così
48,1294335,poco
49,1327559,che
50,1331379,la
51,1340199,gente
52,1355193,si
53,1362690,prendeva
54,1385181,la
55,1390914,pioggia
56,1407672,in
57,1416271,faccia
58,1445580,contenta
59,1479114,della
60,1487934,poca
61,1502046,frescura
62,1561140,e
63,1567755,di
64,1573488,aprire
65,1591128,l’
66,1593333,ombrello
67,1633023,nemmeno
68,1655073,le
69,1660806,veniva
70,1675800,l’
71,1677564,idea
72,1755621,Un
73,1764882,giorno
74,1779435,l’
75,1782081,ombrellino
76,1826181,era
77,1835001,lì
78,1864989,chiuso
79,1898064,accaldato
80,1931580,e
81,1935549,triste
82,1984500,quando
83,1997730,gli
84,2005227,si
85,2010519,posò
86,2027718,vicino
87,2055942,un
88,2063439,piccione
89,2084607,viaggiatore
90,2156490,Che
91,2166633,fai
92,2179422,ombrellino
93,2241162,Sono
94,2255715,triste
95,2304225,Perché
96,2318778,sei
97,2331567,triste
98,2392425,Perché
99,2405214,non
100,2409183,mi
101,2416239,piace
102,2434320,stare
103,2451519,qui
104,2485035,troppo
105,2500470,sole
106,2559564,e
107,2565738,l’
108,2567943,ombrellino
109,2588670,spiegò
110,2611161,al
111,2616894,piccione
112,2638062,viaggiatore
113,2670696,tutti
114,2685690,i
115,2689218,suoi
116,2701125,guai
117,2759337,Se
118,2767716,sei
119,2777859,infelice
120,2821077,perché
121,2834307,non
122,2845773,voli
123,2860925,via
124,2895165,disse
125,2912364,il
126,2918097,piccione
127,2986893,Ma
128,2993508,come
129,3028788,Io
130,3034031,non
131,3042459,so
132,3055689,volare
133,3119634,Forse
134,3138156,non
135,3146976,sai
136,3190635,ma
137,3200778,puoi
138,3258549,Non
139,3268251,capisco
140,3338370,Ascolta
141,3360420,ombrellino
142,3409812,disse
143,3429216,il
144,3434067,piccione
145,3492279,Sei
146,3502863,capace
147,3524472,di
148,3529764,aprirti
149,3548286,da
150,3553578,solo
151,3610908,Non
152,3621051,ci
153,3624138,ho
154,3626784,mai
155,3634281,provato
156,3694698,Provaci
157,3767463,l'
158,3771873,ombrellino
159,3793482,ci
160,3803184,provò
161,3869334,ma
162,3876390,era
163,3884328,davvero
164,3905055,difficile
165,3952683,perché
166,3965472,lui
167,3976497,era
168,3982362,abituato
169,4012659,ad
170,4018392,essere
171,4033610,aperto
172,4052790,dagli
173,4065579,altri
174,4130847,Però
175,4167450,prova
176,4189059,e
177,4190382,riprova
178,4234041,a
179,4238892,colpi
180,4254768,successivi
181,4301073,riuscì
182,4324446,ad
183,4331502,aprirsi
184,4360167,quasi
185,4379571,completamente
186,4443075,ma
187,4450060,a
188,4457187,fare
189,4473759,il
190,4478796,tric
191,4499082,finale
192,4525983,non
193,4533480,riusciva
194,4636233,Vedi
195,4665339,Non
196,4673277,so
197,4679010,aprirmi
198,4705029,tutto
199,4739868,disse
200,4756185,l’
201,4760154,ombrellino
202,4794111,triste
203,4856733,Ascolta
204,4901274,disse
205,4918473,il
206,4925088,piccione
207,4977567,aspetta
208,5007555,che
209,5012847,arrivi
210,5034897,un
211,5042835,colpo
212,5061357,di
213,5066208,vento
214,5113836,quando
215,5132358,arriva
216,5169843,mettiti
217,5194098,con
218,5201595,la
219,5210415,punta
220,5233347,nella
221,5246577,direzione
222,5274801,dove
223,5288913,lui
224,5300820,va
225,5319342,e
226,5324193,vedrai
227,5387256,E
228,5392107,il
229,5399163,piccione
230,5415921,se
231,5424300,ne
232,5428710,andò
233,5463108,sparendo
234,5506326,nel
235,5519115,cielo
236,5533668,azzurrissimo
237,5633775,l'
238,5637113,ombrellino
239,5658471,restò
240,5676552,solo
241,5743584,Per
242,5751081,molte
243,5766075,notti
244,5796063,si
245,5804442,allenò
246,5821641,ad
247,5826933,aprirsi
248,5854275,come
249,5867505,poteva
250,5915133,ma
251,5930127,fare
252,5942034,tric
253,5979960,proprio
254,6004215,non
255,6011712,riusciva
256,6102558,Ma
257,6110055,una
258,6118434,mattina
259,6166503,appena
260,6185907,sorto
261,6206634,il
262,6213690,sole
263,6259554,sentì
264,6281604,arrivare
265,6307623,un
266,6313774,forte
267,6341271,vento
268,6362214,dall’Ovest
269,6461973,Allora
270,6474762,mise
271,6487110,la
272,6493725,punta
273,6511365,nella
274,6520626,direzione
275,6544881,dell’Est
276,6600888,e
277,6602211,subito
278,6627348,il
279,6635286,vento
280,6666597,lo
281,6674976,riempì
282,6697026,da
283,6703200,sotto
284,6738921,e
285,6762294,tric
286,6799779,lo
287,6806835,fece
288,6820506,aprire
289,6837705,tutto
290,6900768,e
291,6902532,quando
292,6916423,fu
293,6924141,ben
294,6932520,aperto
295,6974415,lo
296,6982794,prese
297,7019838,lo
298,7026012,sollevò
299,7070553,lo
300,7076286,portò
301,7091280,in
302,7099659,cielo
303,7127428,e
304,7134939,via
305,7151697,nell
306,7160076,azzurro
307,7234605,e
308,7243425,poi
309,7252245,cominciarono
310,7277382,ad
311,7283115,esserci
312,7306047,nuvole
313,7351470,e
314,7354116,l’
315,7356321,ombrellino
316,7377489,arrivò
317,7395570,sopra
318,7408800,un
319,7417179,paese
320,7436583,dove
321,7449372,pioveva
322,7468776,tanto
323,7501410,ma
324,7516845,tanto
325,7550802,che
326,7560063,scese
327,7626213,e
328,7627536,lì
329,7636356,lo
330,7640766,portarono
331,7664139,in
332,7671195,giro
333,7683543,tutto
334,7699860,il
335,7707798,giorno
336,7750575,ben
337,7759395,aperto
338,7804818,bagnato
339,7846272,e
340,7852446,contento
