TOKEN,BEGIN,ORT
0,0,
1,89964,Una
2,101430,bambina
3,127008,senza
4,148176,nome
5,165816,
6,239463,C’era
7,257985,una
8,265041,bambina
9,295029,
10,326781,che
11,334719,aveva
12,347508,un
13,354564,nome
14,374409,
15,387198,come
16,400869,tutti
17,416745,i
18,418068,bambini
19,437031,del
20,444087,mondo
21,468342,
22,517734,era
23,526113,allegra
24,559629,
25,577269,e
26,582561,andava
27,597555,spesso
28,616077,a
29,626220,giocare
30,639009,in
31,646065,giardino
32,673848,
33,741321,Un
34,751905,giorno
35,773514,
36,786744,lanciò
37,807471,la
38,814968,palla
39,837459,
40,843192,al
41,853335,di
42,858186,là
43,867006,di
44,871416,una
45,881118,siepe
46,905373,
47,933156,e
48,939771,quando
49,951678,andò
50,965349,a
51,972405,cercarla
52,1003275,non
53,1008126,la
54,1015182,trovò
55,1031940,
56,1087506,Cerca
57,1103382,qua
58,1113525,cerca
59,1130283,là
60,1140426,
61,1151451,la
62,1158948,palla
63,1171296,non
64,1181439,c’era
65,1200843,
66,1238769,la
67,1246266,bambina
68,1262142,era
69,1268757,stupita
70,1296981,
71,1307565,e
72,1313298,anche
73,1326087,un
74,1337112,po
75,1343286,spaventata
76,1384299,
77,1436778,A
78,1441629,un
79,1449126,tratto
80,1464561,sentì
81,1483524,una
82,1492344,vocina
83,1520568,
84,1529388,in
85,1539972,alto
86,1559817,
87,1607886,È
88,1617588,tua
89,1630377,questa
90,1645371,bella
91,1659042,palla
92,1676241,piccolina
93,1710639,
94,1754298,La
95,1759590,bambina
96,1778112,guardò
97,1792665,su
98,1803690,
99,1839852,e
100,1850436,vide
101,1858815,un
102,1868076,omettino
103,1893213,magro
104,1913940,
105,1935549,seduto
106,1965537,cavallo
107,1988910,di
108,1993320,un
109,1997730,ramo
110,2021544,
111,2058588,aveva
112,2077551,la
113,2082402,palla
114,2099160,tra
115,2107098,le
116,2111949,mani
117,2128266,
118,2208087,Certo
119,2227932,che
120,2238516,è
121,2239839,mia
122,2253510,
123,2267622,Dammela
124,2294523,
125,2317455,disse
126,2333772,la
127,2339064,bambina
128,2364642,
129,2416680,E
130,2422854,tu
131,2431233,cosa
132,2442258,mi
133,2447991,dai
134,2458575,in
135,2465631,cambio
136,2487240,
137,2514141,disse
138,2530899,l’
139,2533104,ometto
140,2558682,
141,2606751,Niente
142,2633211,
143,2640708,La
144,2648205,palla
145,2660112,è
146,2663199,mia
147,2680398,
148,2698479,ribatté
149,2720970,la
150,2728026,bambina
151,2746989,Ma
152,2753163,
153,2789766,adesso
154,2815344,ce
155,2820636,l’
156,2822841,ho
157,2825046,io
158,2838717,
159,2886345,Non
160,2892960,ho
161,2895165,niente
162,2916333,da
163,2923389,darti
164,2947203,
165,2957787,disse
166,2970576,la
167,2974986,bambina
168,3000564,
169,3055248,Si
170,3064950,che
171,3073770,ce
172,3079503,l’
173,3081267,hai
174,3092292,
175,3113901,dammi
176,3128895,il
177,3133305,tuo
178,3140802,nome
179,3158442,
180,3216654,Pensando
181,3237822,che
182,3241791,l’
183,3243996,ometto
184,3260313,scherzasse
185,3304854,
186,3318525,la
187,3323376,bambina
188,3341016,gli
189,3346749,disse
190,3367476,
191,3388203,va
192,3395700,bene
193,3409812,te
194,3412458,lo
195,3419955,do
196,3432744,butta
197,3446415,la
198,3451707,palla
199,3473757,
200,3513888,Quello
201,3530646,sorrise
202,3566808,
203,3580038,lasciò
204,3599442,cadere
205,3614877,la
206,3621933,palla
207,3645306,
208,3666915,lei
209,3681909,la
210,3688965,prese
211,3707928,e
212,3711897,tornò
213,3733947,casa
214,3762171,
215,3799656,ma
216,3804507,si
217,3813768,sentiva
218,3835818,strana
219,3862719,
220,3910347,E
221,3917403,più
222,3923136,strana
223,3946068,si
224,3953565,sentì
225,3978261,
226,3998106,quando
227,4012218,si
228,4017951,accorse
229,4041324,che
230,4047057,la
231,4052790,salutavano
232,4091598,
233,4103505,senza
234,4120263,più
235,4127760,dire
236,4140108,il
237,4150692,suo
238,4162158,nome
239,4178916,
240,4230954,poi
241,4239774,pensandoci
242,4282992,
243,4299309,si
244,4306365,accorse
245,4327092,che
246,4331061,nemmeno
247,4350906,lei
248,4365459,lo
249,4368105,ricordava
250,4402503,
251,4457628,Mamma
252,4481442,
253,4500846,Come
254,4513635,mi
255,4518927,chiamo
256,4537008,io
257,4554207,
258,4578462,disse
259,4595661,allora
260,4613301,la
261,4618593,bambina
262,4640643,sua
263,4652550,madre
264,4673718,
265,4709880,Tu
266,4729284,
267,4753980,Non
268,4761918,hai
269,4768092,nessun
270,4790142,nome
271,4808664,
272,4830714,disse
273,4845708,la
274,4851882,mamma
275,4872168,
276,4930821,La
277,4937877,bambina
278,4955958,andò
279,4976685,a
280,4978890,guardare
281,5007114,i
282,5015052,suoi
283,5026959,libri
284,5050773,
285,5064003,i
286,5072823,suoi
287,5082966,quaderni
288,5114277,
289,5142501,e
290,5149116,vide
291,5160582,che
292,5164110,non
293,5175576,c’era
294,5187483,nessun
295,5208210,nome
296,5227614,
297,5270832,Tu
298,5283621,
299,5310081,scendi
300,5326398,a
301,5329485,fare
302,5341833,merenda
303,5367852,
304,5393430,gridò
305,5410188,la
306,5416362,mamma
307,5429592,di
308,5435766,sotto
309,5460462,
310,5503239,la
311,5509854,mamma
312,5526612,
313,5538078,mi
314,5543370,ha
315,5545575,sempre
316,5565861,detto
317,5581296,di
318,5585265,non
319,5594967,chiamare
320,5609079,nessuno
321,5639508,con
322,5643477,un
323,5656266,Tu
324,5665968,
325,5697720,È
326,5705658,perché
327,5721975,proprio
328,5740056,io
329,5751522,un
330,5755050,nome
331,5766075,non
332,5774895,ce
333,5782392,l’
334,5784597,ho
335,5793417,
336,5821200,pensò
337,5838399,con
338,5848983,tristezza
339,5886468,
340,5952177,Allora
341,5969817,piangendo
342,6000687,
343,6009066,la
344,6015240,bambina
345,6034644,prese
346,6047874,la
347,6053166,palla
348,6077862,
349,6100794,andò
350,6118434,al
351,6125490,giardino
352,6155478,
353,6167826,arrivò
354,6188112,sotto
355,6205752,l’
356,6208398,albero
357,6231771,
358,6258231,L’
359,6265287,omettino
360,6289542,era
361,6296157,ancora
362,6321294,lassù
363,6344667,
364,6371568,con
365,6379065,la
366,6386121,mano
367,6402438,chiusa
368,6425811,
369,6434190,e
370,6438159,sorrideva
371,6474762,
372,6517098,Ridammi
373,6542235,il
374,6543558,mio
375,6550614,nome
376,6570900,
377,6591627,gridò
378,6607062,la
379,6612795,bambina
380,6640137,
381,6678945,Ti
382,6685119,darò
383,6694380,la
384,6700995,palla
385,6723486,
386,6730542,se
387,6741567,vuoi
388,6764058,
389,6821388,Tieniti
390,6838587,la
391,6844761,palla
392,6861519,piccolina
393,6891948,
394,6914880,e
395,6922377,anche
396,6934725,il
397,6940017,tuo
398,6947073,nome
399,6963831,
400,6993819,e
401,6999552,un’
402,7007049,altra
403,7018956,volta
404,7033068,non
405,7042770,darlo
406,7057764,a
407,7059969,nessuno
408,7090839,capito
409,7116858,
410,7170219,Aprì
411,7185654,la
412,7193151,mano
413,7205940,e
414,7210791,
415,7223580,all’improvviso
416,7258860,la
417,7263711,bambina
418,7280028,ricordò
419,7302519,di
420,7308693,chiamarsi
421,7330302,Antonella
422,7362936,
423,7370874,e
424,7374843,si
425,7384986,mise
426,7396011,a
427,7399098,saltare
428,7426881,per
429,7432614,la
430,7441434,gioia
431,7459074,
432,7504497,Corse
433,7524342,a
434,7534926,casa
435,7547274,
436,7558299,e
437,7564032,la
438,7569324,mamma
439,7584759,chiese
440,7602399,
441,7615629,dove
442,7624008,sei
443,7636797,andata
444,7654878,Antonella
445,7688394,
446,7721469,Avevo
447,7738227,perso
448,7752339,una
449,7758954,cosa
450,7766451,importante
451,7804818,mamma
452,7827309,
453,7840098,disse
454,7857738,la
455,7863030,bambina
456,7889931,
457,7921242,e
458,7926534,lo
459,7932267,disse
460,7946379,così
461,7963578,seria
462,7988274,
463,7994007,che
464,8001063,la
465,8006355,mamma
466,8018703,le
467,8025318,diede
468,8037666,un
469,8042076,bacio
470,8064126,
471,8072946,di
472,8076033,quelli
473,8094555,che
474,8100729,
475,8103375,fanno
476,8108667,rumore
477,8138655,
