TOKEN,BEGIN,ORT
0,91287,Il
1,101430,re
2,112455,parrucchiere
3,224910,C'era
4,238140,una
5,248283,volta
6,280917,un
7,285327,regno
8,303408,di
9,310905,foreste
10,372204,alberi
11,395136,belli
12,422919,che
13,428652,si
14,440118,stendevano
15,470547,dappertutto
16,529641,colorando
17,560511,la
18,566244,terra
19,584325,di
20,590265,verde
21,635922,profumando
22,665910,il
23,674730,cielo
24,702072,con
25,708687,le
26,718609,foglie
27,733824,spettinate
28,845397,In
29,852894,mezzo
30,872739,quel
31,883323,regno
32,900522,forestale
33,950796,c'era
34,966672,un
35,970200,castello
36,1020033,e
37,1024443,nel
38,1033704,castello
39,1059282,vivevano
40,1085301,i
41,1089711,Re
42,1125873,che
43,1129842,sedevano
44,1157184,su
45,1168209,un
46,1171296,trono
47,1188054,di
48,1193787,pietra
49,1228626,messo
50,1251117,sulla
51,1263906,torre
52,1281987,più
53,1289043,alta
54,1340640,e
55,1346814,da
56,1352106,lassù
57,1395324,stavano
58,1416051,a
59,1421343,guardare
60,1444716,gli
61,1451331,alberi
62,1494990,e
63,1499841,non
64,1508661,davano
65,1522332,mai
66,1538649,ordini
67,1570842,se
68,1579662,non
69,1592451,questi
70,1659483,Alberi
71,1701819,muovete
72,1724751,i
73,1728720,rami
74,1809864,Alberi
75,1855728,respirate
76,1950543,Alberi
77,1992438,bevete
78,2016693,la
79,2023308,rugiada
80,2103570,E
81,2109744,gli
82,2113713,alberi
83,2144142,muovevano
84,2170602,i
85,2175453,rami
86,2203236,respiravano
87,2255715,e
88,2263212,bevevano
89,2286585,la
90,2292318,rugiada
91,2338623,perché
92,2351853,quelle
93,2365083,erano
94,2380077,cose
95,2409624,che
96,2415357,naturalmente
97,2452842,si
98,2462985,fanno
99,2556036,ma
100,2561398,un
101,2569266,giorno
102,2597049,divenne
103,2615571,Re
104,2621745,di
105,2627919,quel
106,2635857,castello
107,2661876,Ricciolino
108,2716119,un
109,2723175,Re
110,2732877,molto
111,2748312,elegante
112,2778741,e
113,2780064,raffinato
114,2831661,che
115,2834748,appena
116,2854593,si
117,2864736,sedette
118,2884140,sul
119,2897811,trono
120,2916333,in
121,2923830,cima
122,2936619,alla
123,2945880,torre
124,2964402,disse
125,3017322,Guarda
126,3031875,come
127,3041577,sono
128,3055248,spettinati
129,3087441,quegli
130,3100230,alberi
131,3136833,Che
132,3142751,ineleganza
133,3211362,Presto
134,3248406,chiamate
135,3273102,mille
136,3292065,boscaioli
137,3405843,Furono
138,3423483,chiamati
139,3445533,mille
140,3459204,boscaioli
141,3511242,e
142,3513447,il
143,3525795,Re
144,3534615,disse
145,3578715,Boscaioli
146,3630312,voi
147,3640014,di
148,3647511,solito
149,3669120,tagliate
150,3693375,gli
151,3697785,alberi
152,3713220,a
153,3715425,casaccio
154,3749823,tanto
155,3781134,per
156,3791277,fare
157,3803259,legna
158,3844417,dìora
159,3854340,in
160,3862278,poi
161,3888738,li
162,3896676,taglierete
163,3923136,per
164,3928428,eleganza
165,3991491,Come
166,4005603,come
167,4039119,dissero
168,4061169,i
169,4065138,boscaioli
170,4151133,Io
171,4159953,vi
172,4167009,farò
173,4176711,seguire
174,4201848,un
175,4211991,corso
176,4229631,per
177,4238010,parrucchieri
178,4305042,poi
179,4319154,andrete
180,4338205,nella
181,4350244,foresta
182,4371633,ad
183,4384863,aggiustare
184,4413087,le
185,4419261,chiome
186,4432491,degli
187,4446162,alberi
188,4493790,Ne
189,4499523,farete
190,4515579,alcuni
191,4552002,con
192,4560822,i
193,4564350,capelli
194,4582431,corti
195,4634910,altri
196,4656078,ricci
197,4706352,altri
198,4724874,lisci
199,4768092,altri
200,4790142,con
201,4797198,la
202,4803813,frangetta
203,4846149,Sarà
204,4878152,una
205,4888485,foresta
206,4915011,ben
207,4931852,pettinata
208,4978890,un
209,4989474,capolavoro
210,5020344,d
211,5021667,eleganza
212,5116482,Abituati
213,5143824,ad
214,5148234,obbedire
215,5190129,i
216,5194980,boscaioli
217,5221440,fecero
218,5237757,il
219,5239080,corso
220,5253633,da
221,5260248,parrucchieri
222,5296410,e
223,5301261,poi
224,5311404,andarono
225,5334777,nella
226,5348448,foresta
227,5400486,e
228,5406219,tutti
229,5418126,gli
230,5421213,alberi
231,5440617,furono
232,5456052,pettinati
233,5488686,nei
234,5495301,modi
235,5508972,più
236,5514264,strani
237,5564979,con
238,5578209,trecce
239,5620104,code
240,5654943,ciuffi
241,5691987,frangette
242,5731333,e
243,5737410,così
244,5756814,via
245,5820247,Re
246,5835960,Ricciolino
247,5877648,dall'alto
248,5904108,della
249,5915574,torre
250,5942475,li
251,5947767,guardava
252,5969817,contento
253,6031998,La
254,6041259,cosa
255,6056253,finì
256,6069042,lì
257,6128577,No
258,6181497,perché
259,6192963,gli
260,6196932,uccelli
261,6214131,passando
262,6235299,sopra
263,6251616,quella
264,6262641,foresta
265,6286896,e
266,6289542,guardando
267,6317766,giù
268,6349518,prima
269,6363189,per
270,6369804,spavento
271,6405966,poi
272,6418755,per
273,6426252,divertimento
274,6468147,si
275,6486228,mettevano
276,6505632,a
277,6512688,starnazzare
278,6555465,schiamazzare
279,6597360,ridere
280,6653367,e
281,6657336,a
282,6660864,forza
283,6679386,di
284,6684237,ridere
285,6709374,scappava
286,6733629,loro
287,6743331,la
288,6749946,pipì
289,6769791,e
290,6771996,la
291,6778170,cacca
292,6822459,e
293,6828280,siccome
294,6848730,venivano
295,6867803,uccelli
296,6893271,da
297,6899445,ogni
298,6908265,parte
299,6925023,del
300,6934725,cielo
301,6955897,a
302,6959862,vedere
303,6974856,quella
304,6987645,curiosità
305,7019397,schiamazzi
306,7090839,cacca
307,7115094,e
308,7117299,pipì
309,7153461,cadevano
310,7173306,dall'alto
311,7198002,così
312,7213878,abbondanti
313,7260624,che
314,7268121,Re
315,7275177,Ricciolino
316,7306929,scappò
317,7336476,in
318,7343973,terre
319,7358526,lontane
320,7393365,per
321,7402185,non
322,7407918,rovinarsi
323,7437024,l
324,7438788,eleganza
325,7528311,I
326,7530957,boscaioli
327,7557858,smisero
328,7579908,di
329,7583436,acconciare
330,7612542,le
331,7619157,chiome
332,7633710,alle
333,7643412,piante
334,7686189,e
335,7689276,presto
336,7706475,la
337,7713090,foresta
338,7738227,tornò
339,7760277,come
340,7774830,prima
341,7819812,verde
342,7855533,libera
343,7892136,fresca
344,7923888,spettinata
345,7956963,dal
346,7966665,vento
