TOKEN,BEGIN,ORT
0,0,
1,89082,Il
2,98784,principe
3,122598,Tonno
4,135828,e
5,138033,Abissina
6,192717,
7,237258,Il
8,246519,
9,254016,principe
10,285327,Tonno
11,310023,
12,324576,nuotava
13,352359,nel
14,363384,verde
15,380583,mare
16,399987,
17,422478,muovendo
18,452025,la
19,457317,coda
20,481131,
21,492156,di
22,500976,qua
23,512442,e
24,515970,di
25,524349,là
26,530523,
27,564921,e
28,580356,tutte
29,595350,le
30,601965,Triglie
31,619164,gli
32,624897,facevano
33,644742,l’
34,646947,occhietto
35,677817,
36,691929,ma
37,696339,lui
38,706041,non
39,710010,le
40,715302,guardava
41,734265,neppure
42,761607,
43,801297,All’improvviso
44,861714,
45,874503,nuotando
46,903609,giù
47,914634,
48,925659,verso
49,940212,il
50,947268,
51,950796,fondo
52,967554,del
53,975492,mare
54,997983,
55,1015623,il
56,1024884,principe
57,1047375,Tonno
58,1067661,vide
59,1078686,una
60,1094562,pesciolina
61,1121022,magra
62,1137780,e
63,1143954,strana
64,1173501,
65,1192464,che
66,1196433,gli
67,1203930,piacque
68,1221129,subito
69,1240533,moltissimo
70,1278459,
71,1323882,La
72,1329615,seguì
73,1346373,un
74,1356957,poco
75,1374156,e
76,1398852,poi
77,1407231,le
78,1413846,parlò
79,1431927,
80,1471617,Come
81,1489257,ti
82,1495431,chiami
83,1517481,
84,1561581,Abissina
85,1597743,
86,1626408,rispose
87,1651104,lei
88,1663893,guardandolo
89,1691676,con
90,1697850,gli
91,1705347,occhi
92,1716813,un
93,1724310,po
94,1730043,sporgenti
95,1773261,
96,1810746,Perché
97,1825740,non
98,1834119,vieni
99,1846908,su
100,1853523,con
101,1861902,me
102,1876455,
103,1903356,disse
104,1921878,il
105,1931139,principe
106,1954071,Tonno
107,1976121,
108,2012724,Nuota
109,2031246,verso
110,2047563,l’
111,2049327,alto
112,2071377,
113,2084166,dove
114,2093868,si
115,2104011,vede
116,2113713,il
117,2124738,cielo
118,2139732,azzurro
119,2169720,
120,2194857,lassù
121,2209410,saremo
122,2228814,felici
123,2251746,come
124,2265417,pesci
125,2279970,nell’acqua
126,2312604,
127,2361555,Abissina
128,2400363,
129,2413593,siccome
130,2433438,il
131,2442258,principe
132,2462103,Tonno
133,2473128,le
134,2480184,piaceva
135,2507967,
136,2530017,nuotò
137,2547657,verso
138,2562210,l’
139,2564415,alto
140,2586024,
141,2596167,abbandonando
142,2628360,le
143,2632770,acque
144,2646441,scure
145,2672019,
146,2714355,ma
147,2717442,
148,2722734,poiché
149,2754045,aveva
150,2775654,gli
151,2780505,occhi
152,2793294,molto
153,2808729,grandi
154,2836071,
155,2842686,la
156,2848860,luce
157,2863413,del
158,2872674,sole
159,2896488,che
160,2899575,illuminava
161,2933532,la
162,2938383,superficie
163,2977632,
164,2983365,le
165,2988657,dava
166,2999682,dolore
167,3024378,
168,3050838,tanto
169,3077298,
170,3086118,che
171,3094938,dovette
172,3114783,scappare
173,3143007,giù
174,3151386,
175,3170790,nell’ombra
176,3203865,a
177,3217095,cui
178,3230766,era
179,3236940,abituata
180,3269574,
181,3321612,Il
182,3329991,principe
183,3349836,Tonno
184,3360420,era
185,3371004,triste
186,3397905,
187,3427893,scendeva
188,3450384,nuotando
189,3483459,
190,3489633,per
191,3496248,andare
192,3519621,cercarla
193,3555783,
194,3574305,la
195,3586653,chiamava
196,3611790,
197,3636486,ma
198,3641778,lei
199,3652362,rispondeva
200,3688524,ogni
201,3702636,volta
202,3725568,
203,3756438,C’è
204,3766140,troppa
205,3779811,luce
206,3801420,in
207,3811563,là
208,3825675,in
209,3831849,alto
210,3856986,
211,3882564,caro
212,3896676,Tonno
213,3911670,Io
214,3921372,
215,3958416,non
216,3968559,ci
217,3974292,posso
218,3989727,stare
219,4018392,
220,4039560,proprio
221,4061169,non
222,4073076,posso
223,4098654,
224,4142754,E
225,4147605,il
