TOKEN,BEGIN,ORT
0,90405,I
1,97461,pirati
2,118629,smemorati
3,227556,C’era
4,247401,una
5,255339,nave
6,267687,di
7,274302,pirati
8,312228,che
9,317520,si
10,326781,chiamava
11,345303,Tonno
12,363825,Feroce
13,411453,e
14,415863,navigava
15,437472,i
16,441882,mari
17,469224,facendo
18,491274,abbordaggi
19,570614,spara
20,586530,qua
21,598847,assalta
22,620046,di
23,628425,là
24,647388,ruba
25,665469,me
26,679140,rapina
27,706041,te
28,734706,i
29,738234,pirati
30,754992,di
31,760284,quella
32,772632,nave
33,804825,agli
34,813645,ordini
35,831726,di
36,834813,capitan
37,868329,Gigi
38,884646,Trinciasquali
39,948150,avevano
40,970641,accumulato
41,1012536,un
42,1021797,gran
43,1035027,tesoro
44,1056195,di
45,1062810,dobloni
46,1103823,zecchini
47,1152774,fiorini
48,1191582,talleri
49,1223775,corone
50,1263465,e
51,1268757,altre
52,1287279,preziosissime
53,1332261,monete
54,1401864,Quando
55,1413405,ne
56,1420461,ebbero
57,1433691,tante
58,1470735,che
59,1475145,la
60,1482201,nave
61,1502760,quasi
62,1521891,affondava
63,1575252,il
64,1581867,capitano
65,1605240,disse
66,1642284,ciurma
67,1662129,ascoltate
68,1723428,Noi
69,1732689,dobbiamo
70,1748565,metter
71,1763559,al
72,1767528,riparo
73,1786491,il
74,1791342,nostro
75,1807659,tesoro
76,1861461,troviamo
77,1881844,un’
78,1894536,isola
79,1922319,e
80,1923642,sotterriamolo
81,1958040,per
82,1968183,bene
83,2029923,Bella
84,2043153,idea
85,2060352,capitano
86,2107539,gridarono
87,2130912,i
88,2135322,pirati
89,2196621,e
90,2200149,trovata
91,2223081,in
92,2230578,mezzo
93,2244249,al
94,2251305,mare
95,2268063,un’
96,2274678,isola
97,2292759,di
98,2297610,terra
99,2311281,molle
100,2349207,vi
101,2356704,seppellirono
102,2386692,il
103,2392425,tesoro
104,2485917,Poi
105,2495178,tornarono
106,2518110,in
107,2526048,giro
108,2543247,per
109,2550744,onde
110,2568825,e
111,2570148,orizzonti
112,2617335,a
113,2619981,sparare
114,2647323,e
115,2653497,abbordare
116,2699361,assalire
117,2738610,e
118,2741256,rapinare
119,2815785,Ma
120,2819754,le
121,2825046,cose
122,2836512,cominciarono
123,2863413,ad
124,2869587,andar
125,2884140,male
126,2924712,perché
127,2935296,le
128,2940147,navi
129,2949849,si
130,2956905,erano
131,2968371,fatte
132,2982703,veloci
133,3019527,mentre
134,3032316,la
135,3036726,vecchia
136,3052161,Tonno
137,3067596,Feroce
138,3088323,era
139,3097509,una
140,3105081,nave
141,3116988,antica
142,3175200,quelle
143,3187107,scappavano
144,3236794,e
145,3242478,i
146,3246637,pirati
147,3263400,cominciavano
148,3294133,a
149,3296475,sentire
150,3318966,mal
151,3328227,di
152,3336606,schiena
153,3353364,e
154,3359097,reumatismi
155,3427011,Insomma
156,3461850,la
157,3468906,pirateria
158,3490515,non
159,3495807,rendeva
160,3519621,come
161,3531528,una
162,3539466,volta
163,3602529,Dopo
164,3613995,tre
165,3621051,anni
166,3636927,di
167,3641778,affari
168,3657654,magri
169,3681027,e
170,3682350,stenti
171,3719394,disse
172,3746295,Gigi
173,3760848,Trinciasquali
174,3843315,Bella
175,3859191,ciurma
176,3891384,sapete
177,3912111,cosa
178,3924018,faremo
179,3970323,Torneremo
180,3994137,sull’isola
181,4022361,dove
182,4031181,abbiamo
183,4047498,sepolto
184,4068666,il
185,4075281,tesoro
186,4123791,lo
187,4131288,tireremo
188,4155984,fuori
189,4187736,lo
190,4193910,divideremo
191,4220811,fra
192,4227867,noi
193,4267557,e
194,4275495,vivremo
195,4297545,da
196,4301514,gran
197,4314303,signori
198,4350024,nei
199,4362372,porti
200,4383981,di
201,4389273,tutto
202,4405149,il
203,4410441,mondo
204,4476150,Giusto
205,4497759,Trinciasquali
206,4551120,gridarono
207,4572288,i
208,4576698,pirati
209,4635351,e
210,4641525,la
211,4646376,nave
212,4658724,voltò
213,4677687,la
214,4686066,prua
215,4716495,verso
216,4735458,l’
217,4738545,isola
218,4757067,del
219,4765005,tesoro
220,4843944,Ma
221,4851441,dov’era
222,4869522,l’
223,4871727,isola
224,4884957,del
225,4892895,tesoro
226,4952871,Il
227,4958163,guaio
228,4970070,è
229,4975362,che
230,4978890,nessuno
231,5007555,lo
232,5011524,ricordava
233,5039748,bene
234,5082966,perché
235,5093792,il
236,5103252,mare
237,5117805,è
238,5123097,pieno
239,5137650,di
240,5146911,isole
241,5172048,e
242,5176837,isolotti
243,5245695,I
244,5252751,pirati
245,5269985,della
246,5277447,Tonno
247,5290677,Feroce
248,5323311,ad
249,5328162,ogni
250,5337864,isola
251,5354622,gridavano
252,5394312,È
253,5397399,quella
254,5446350,Sbarcavano
255,5491332,scavavano
256,5539401,ma
257,5545575,niente
258,5561892,tesoro
259,5630247,E
260,5631570,scava
261,5647446,su
262,5657589,un’
263,5662440,isola
264,5676993,scava
265,5691105,su
266,5699925,due
267,5731236,avevano
268,5754168,i
269,5759019,calli
270,5777100,alle
271,5784156,mani
272,5820759,erano
273,5831784,magri
274,5861331,e
275,5866182,affamati
276,5938065,Un
277,5946003,giorno
278,5961879,ecco
279,5975109,un’
280,5982165,isola
281,5998041,verde
282,6013476,in
283,6020973,mezzo
284,6033762,al
285,6041259,mare
286,6095502,È
287,6100353,quella
288,6136956,forse
289,6178410,dissero
290,6197373,i
291,6201783,pirati
292,6237945,ma
293,6244560,senza
294,6258672,troppa
295,6273666,fiducia
296,6334965,Sbarcarono
297,6378624,e
