token_id,sentence_ids,tokens_no_punct,lemma_no_punct,PoS,depparse,head,constituency,AoA(m+sd),Zipf_freq
1,0,giacomo,Giacomo,PROPN,root,ROOT,(ROOT (f3 (sn (PROPN Giacomo) (spd (ADP di) (sn (NOUN cristallo) (PUNCT .)))))),,3.459267144
2,0,di,di,ADP,case,cristallo,(ROOT (f3 (sn (PROPN Giacomo) (spd (ADP di) (sn (NOUN cristallo) (PUNCT .)))))),,7.232814475
3,0,cristallo,cristallo,NOUN,nmod,Giacomo,(ROOT (f3 (sn (PROPN Giacomo) (spd (ADP di) (sn (NOUN cristallo) (PUNCT .)))))),7.52 ± 2.40,3.849411611
4,1,una,uno,DET,det,volta,"(ROOT (cp (sn (DET Una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET una) (NOUN città) (sa (ADJ lontana)))) (PUNCT ,)) (f (ibar (VERB venne)) (compc (sp (ADP a) (sn (DET il) (NOUN mondo))) (sn (DET un) (NOUN bambino) (sa (ADJ trasparente))))) (PUNCT .)))",,6.801817508
5,1,volta,volta,NOUN,obl,venne,"(ROOT (cp (sn (DET Una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET una) (NOUN città) (sa (ADJ lontana)))) (PUNCT ,)) (f (ibar (VERB venne)) (compc (sp (ADP a) (sn (DET il) (NOUN mondo))) (sn (DET un) (NOUN bambino) (sa (ADJ trasparente))))) (PUNCT .)))",,5.820011577
6,1,in,in,ADP,case,città,"(ROOT (cp (sn (DET Una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET una) (NOUN città) (sa (ADJ lontana)))) (PUNCT ,)) (f (ibar (VERB venne)) (compc (sp (ADP a) (sn (DET il) (NOUN mondo))) (sn (DET un) (NOUN bambino) (sa (ADJ trasparente))))) (PUNCT .)))",,6.797274494
7,1,una,uno,DET,det,città,"(ROOT (cp (sn (DET Una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET una) (NOUN città) (sa (ADJ lontana)))) (PUNCT ,)) (f (ibar (VERB venne)) (compc (sp (ADP a) (sn (DET il) (NOUN mondo))) (sn (DET un) (NOUN bambino) (sa (ADJ trasparente))))) (PUNCT .)))",,6.801817508
8,1,città,città,NOUN,obl,venne,"(ROOT (cp (sn (DET Una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET una) (NOUN città) (sa (ADJ lontana)))) (PUNCT ,)) (f (ibar (VERB venne)) (compc (sp (ADP a) (sn (DET il) (NOUN mondo))) (sn (DET un) (NOUN bambino) (sa (ADJ trasparente))))) (PUNCT .)))",4.72 ± 1.21,5.377045756
9,1,lontana,lontano,ADJ,amod,città,"(ROOT (cp (sn (DET Una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET una) (NOUN città) (sa (ADJ lontana)))) (PUNCT ,)) (f (ibar (VERB venne)) (compc (sp (ADP a) (sn (DET il) (NOUN mondo))) (sn (DET un) (NOUN bambino) (sa (ADJ trasparente))))) (PUNCT .)))",,4.349587211
10,1,venne,venire,VERB,root,ROOT,"(ROOT (cp (sn (DET Una) (NOUN volta)) (fp (PUNCT ,) (sp (ADP in) (sn (DET una) (NOUN città) (sa (ADJ lontana)))) (PUNCT ,)) (f (ibar (VERB venne)) (compc (sp (ADP a) (sn (DET il) (NOUN mondo))) (sn (DET un) (NOUN bambino) (sa (ADJ trasparente))))) (PUNCT .)))",4.80 ± 2.10,4.383072355
