,word,surprisal_bits
0,goccia,17.991280529062294
1,Una,5.860132717915721
2,goccia,0.7048608765718084
3,d'acqua,3.792824749137416
4,sale,9.866973510827782
5,i,8.823223185492258
6,gradini,5.831932894636397
7,della,2.861524221300346
8,scala,4.077807885946741
9,Disteso,18.285036183799114
10,nel,6.85284409591999
11,letto,8.661525785081649
12,ascolto,12.459380827901862
13,il,2.6911815969961648
14,suo,5.582611881455045
15,cammino,12.38200815504447
16,Tic,25.42998111738933
17,tic,6.22415480836761
18,si,7.46536168282909
19,ode,9.860258620207492
20,a,7.446314948211336
21,intermittenza,15.690406169663357
22,Poi,6.669756869256272
23,la,4.899830782535944
24,goccia,8.009659943516345
25,si,2.9308619507007516
26,ferma,5.325825961312992
27,e,2.7396222304381834
28,magari,13.904988566965837
29,per,8.037208812462152
30,tutta,7.789098385160224
31,la,0.25450878385330367
32,rimanente,18.978940690619396
33,notte,3.3068280642724117
34,non,5.554624800714838
35,si,2.7489261478845597
36,fa,5.760296101159257
37,più,1.4913865970185909
38,viva,9.702020328351521
39,Tuttavia,12.429611318968114
40,sale,17.901209775152424
41,Non,5.225316892391654
42,siamo,9.148915674529004
43,stati,6.018715856484507
44,noi,4.1662408490724445
45,a,0.764860077017352
46,segnalarla,16.75577695133041
47,Bensì,32.91084497240189
48,una,7.341152372722952
49,servetta,20.909963356359544
50,Se,6.654107823888963
51,ne,4.768771747411242
52,accorse,9.572866323552594
53,una,6.176759657460186
54,sera,4.95596901546528
55,quando,5.993149603537844
56,tutti,7.833334386753949
57,erano,4.431571555239965
58,già,5.030023369065599
59,a,4.600911520689616
60,dormire,7.237340119017819
61,Dopo,6.272747990420943
62,un,3.014987608335596
63,po',2.183762522038002
64,scese,10.40212711000336
65,dal,3.5810114054104445
66,letto,0.6816427027573767
67,e,1.5095457291752423
68,corse,7.1688560255049705
69,a,3.3324397206389014
70,svegliare,10.561924343972537
71,la,2.971377967556314
72,padrona,10.080920874405695
73,Signora,18.779095560446933
74,sussurrò,18.21678074122059
75,Cosa,16.38797845776919
76,succede,10.73823933992528
77,fece,9.002822603996478
78,la,5.1171287981092926
79,padrona,12.58994962648028
80,riscuotendosi,34.519457695970985
81,C'è,39.65577915597729
82,una,4.548388019116114
83,goccia,5.228617948890147
84,signora,17.713635865092996
85,vien,17.388964609037075
86,su,11.603585526180078
87,per,8.177730333037326
88,le,13.537519428242705
89,scale,15.374370499754486
90,Che,14.129442780641588
91,cosa,11.62729230270561
92,chiese,11.879039819107987
93,l'altra,17.0309085260359
94,sbalordita,40.96170353191507
95,Una,13.977771624810979
96,goccia,3.4990572007253937
97,che,6.739263313637174
98,sale,7.228537445007382
99,i,6.22571555092419
100,gradini,14.340490258751977
101,ripeté,24.918819441974414
102,la,6.156719551051048
103,servetta,13.351259084049364
104,e,8.478491529074397
105,quasi,11.871855071885541
106,si,4.74799521129111
107,metteva,15.088172794592479
108,a,9.50738392923658
109,piangere,20.388332925003958
